date,landing_page,sessions,engaged_sessions,bounce_rate,conversions,revenue
2025-06-07,/lp/spf-bundle-20-off,1711,803,0.5306,91,6077.99
2025-06-07,/products/vitamin-c-serum,813,354,0.565,29,1778.6
2025-06-08,/,480,141,0.7055,6,389.48
2025-06-08,/collections/bestsellers,573,209,0.6354,13,787.45
2025-06-08,/lp/free-serum-sample,2105,759,0.6393,66,3815.19
2025-06-08,/lp/skincare-routine-quiz,1400,576,0.5888,42,2557.45
2025-06-08,/lp/spf-bundle-20-off,2086,984,0.5281,117,7482.89
2025-06-08,/products/vitamin-c-serum,834,364,0.5632,28,1631.63
2025-06-09,/,366,113,0.6916,5,304.07
2025-06-09,/collections/bestsellers,511,197,0.6144,11,690.67
2025-06-09,/lp/free-serum-sample,2074,739,0.6436,65,4163.38
2025-06-09,/lp/skincare-routine-quiz,1233,496,0.5979,39,2549.17
2025-06-09,/lp/spf-bundle-20-off,1642,761,0.5366,88,5526.52
2025-06-09,/products/vitamin-c-serum,782,341,0.5633,27,1677.92
2025-06-10,/,459,143,0.6886,6,377.36
2025-06-10,/collections/bestsellers,541,204,0.6235,12,748.42
2025-06-10,/lp/free-serum-sample,2230,791,0.6454,74,4895.93
2025-06-10,/lp/skincare-routine-quiz,1336,528,0.6048,39,2449.52
2025-06-10,/lp/spf-bundle-20-off,1870,896,0.5208,96,5854.78
2025-06-10,/products/vitamin-c-serum,854,364,0.5735,29,1889.04
2025-06-11,/,399,116,0.7094,5,319.75
2025-06-11,/collections/bestsellers,587,224,0.6187,13,857.83
2025-06-11,/lp/free-serum-sample,2006,737,0.6326,65,4314.72
2025-06-11,/lp/skincare-routine-quiz,1283,537,0.5818,38,2400.29
2025-06-11,/lp/spf-bundle-20-off,1635,749,0.5422,93,5640.72
2025-06-11,/products/vitamin-c-serum,838,376,0.5518,31,1854.52
2025-06-12,/,405,129,0.6827,5,316.92
2025-06-12,/collections/bestsellers,538,191,0.6448,13,813.1
2025-06-12,/lp/free-serum-sample,2037,705,0.6538,69,4523.45
2025-06-12,/lp/skincare-routine-quiz,1172,486,0.5857,34,2163.35
2025-06-12,/lp/spf-bundle-20-off,1701,798,0.5308,92,6183.09
2025-06-12,/products/vitamin-c-serum,770,348,0.5479,28,1806.53
2025-06-13,/,445,127,0.7145,6,372.97
2025-06-13,/collections/bestsellers,547,200,0.6352,13,866.87
2025-06-13,/lp/free-serum-sample,2211,832,0.6237,71,4648.52
2025-06-13,/lp/skincare-routine-quiz,1361,565,0.5852,42,2512.91
2025-06-13,/lp/spf-bundle-20-off,1731,799,0.5384,90,5769.04
2025-06-13,/products/vitamin-c-serum,854,364,0.574,32,1918.31
2025-06-14,/,464,132,0.7145,6,398.67
2025-06-14,/collections/bestsellers,582,210,0.6388,14,927.25
2025-06-14,/lp/free-serum-sample,2271,822,0.6381,75,5020.84
2025-06-14,/lp/skincare-routine-quiz,1226,525,0.5721,37,2418.64
2025-06-14,/lp/spf-bundle-20-off,2012,920,0.5429,103,6425.7
2025-06-14,/products/vitamin-c-serum,851,367,0.5683,32,2043.0
2025-06-15,/,440,129,0.7075,6,380.84
2025-06-15,/collections/bestsellers,566,221,0.6097,13,804.08
2025-06-15,/lp/free-serum-sample,1986,712,0.6414,65,4388.27
2025-06-15,/lp/skincare-routine-quiz,1223,488,0.601,37,2269.03
2025-06-15,/lp/spf-bundle-20-off,1921,930,0.5159,106,7217.29
2025-06-15,/products/vitamin-c-serum,823,358,0.5653,31,1900.9
2025-06-16,/,444,139,0.6878,6,384.73
2025-06-16,/collections/bestsellers,615,220,0.6419,14,837.38
2025-06-16,/lp/free-serum-sample,2283,808,0.6461,74,4873.79
2025-06-16,/lp/skincare-routine-quiz,1326,536,0.5958,40,2652.03
2025-06-16,/lp/spf-bundle-20-off,2035,937,0.5398,106,6858.59
2025-06-16,/products/vitamin-c-serum,832,362,0.5648,30,1937.69
2025-06-17,/,381,117,0.6942,5,319.03
2025-06-17,/collections/bestsellers,568,206,0.6369,14,852.14
2025-06-17,/lp/free-serum-sample,2152,763,0.6456,74,4760.43
2025-06-17,/lp/skincare-routine-quiz,1326,552,0.5839,39,2540.78
2025-06-17,/lp/spf-bundle-20-off,1681,797,0.5258,95,6130.34
2025-06-17,/products/vitamin-c-serum,866,366,0.577,32,2053.72
2025-06-18,/,435,133,0.6948,6,381.93
2025-06-18,/collections/bestsellers,592,211,0.6429,14,861.2
2025-06-18,/lp/free-serum-sample,2239,817,0.635,73,4521.55
2025-06-18,/lp/skincare-routine-quiz,1248,516,0.5864,40,2518.68
2025-06-18,/lp/spf-bundle-20-off,1760,847,0.5185,92,5951.34
2025-06-18,/products/vitamin-c-serum,880,389,0.5579,34,2251.2
2025-06-19,/,447,135,0.6991,6,370.09
2025-06-19,/collections/bestsellers,560,206,0.6327,13,777.81
2025-06-19,/lp/free-serum-sample,2032,763,0.6243,63,3771.25
2025-06-19,/lp/skincare-routine-quiz,1302,553,0.5756,41,2464.13
2025-06-19,/lp/spf-bundle-20-off,1768,820,0.5362,101,6309.96
2025-06-19,/products/vitamin-c-serum,801,353,0.5593,29,1759.86
2025-06-20,/,379,116,0.6943,5,313.98
2025-06-20,/collections/bestsellers,527,199,0.6222,13,818.16
2025-06-20,/lp/free-serum-sample,1844,647,0.6491,62,3850.2
2025-06-20,/lp/skincare-routine-quiz,1114,474,0.5748,35,2251.47
2025-06-20,/lp/spf-bundle-20-off,1625,773,0.5243,87,5367.66
2025-06-20,/products/vitamin-c-serum,841,376,0.5534,30,1781.47
2025-06-21,/,444,141,0.682,6,355.16
2025-06-21,/collections/bestsellers,603,221,0.6328,14,871.51
2025-06-21,/lp/free-serum-sample,1980,712,0.6404,61,3871.39
2025-06-21,/lp/skincare-routine-quiz,1277,537,0.5795,40,2598.26
2025-06-21,/lp/spf-bundle-20-off,1828,870,0.5242,106,6845.11
2025-06-21,/products/vitamin-c-serum,825,355,0.5702,30,1830.18
2025-06-22,/,402,122,0.6961,5,304.1
2025-06-22,/collections/bestsellers,522,194,0.6289,13,809.63
2025-06-22,/lp/free-serum-sample,1994,739,0.6295,64,3937.31
2025-06-22,/lp/skincare-routine-quiz,1206,483,0.5997,35,2316.08
2025-06-22,/lp/spf-bundle-20-off,1786,830,0.5354,93,5707.89
2025-06-22,/products/vitamin-c-serum,779,339,0.5653,28,1803.26
2025-06-23,/,436,131,0.6984,6,370.44
2025-06-23,/collections/bestsellers,579,227,0.6071,13,816.15
2025-06-23,/lp/free-serum-sample,1963,710,0.6382,67,4360.11
2025-06-23,/lp/skincare-routine-quiz,1238,500,0.5959,37,2444.61
2025-06-23,/lp/spf-bundle-20-off,1956,902,0.5387,108,6648.09
2025-06-23,/products/vitamin-c-serum,858,383,0.5534,32,1906.04
2025-06-24,/,393,116,0.705,5,312.6
2025-06-24,/collections/bestsellers,519,186,0.6421,12,748.57
2025-06-24,/lp/free-serum-sample,1854,644,0.6526,57,3793.37
2025-06-24,/lp/skincare-routine-quiz,1199,477,0.602,37,2281.83
2025-06-24,/lp/spf-bundle-20-off,1784,841,0.5288,103,6668.51
2025-06-24,/products/vitamin-c-serum,742,317,0.5725,27,1671.6
2025-06-25,/,415,127,0.6946,6,353.79
2025-06-25,/collections/bestsellers,614,220,0.6422,15,903.48
2025-06-25,/lp/free-serum-sample,2283,848,0.6286,74,4299.9
2025-06-25,/lp/skincare-routine-quiz,1375,585,0.5744,40,2553.84
2025-06-25,/lp/spf-bundle-20-off,1750,799,0.5436,95,6071.95
2025-06-25,/products/vitamin-c-serum,841,375,0.5546,30,1767.4
2025-06-26,/,428,120,0.7194,5,317.8
2025-06-26,/collections/bestsellers,528,207,0.6079,13,860.48
2025-06-26,/lp/free-serum-sample,2156,826,0.6171,74,4426.75
2025-06-26,/lp/skincare-routine-quiz,1364,545,0.6007,43,2846.07
2025-06-26,/lp/spf-bundle-20-off,1831,854,0.5334,98,6085.77
2025-06-26,/products/vitamin-c-serum,898,402,0.5523,33,2133.03
2025-06-27,/,453,142,0.686,6,382.88
2025-06-27,/collections/bestsellers,644,252,0.609,16,1079.38
2025-06-27,/lp/free-serum-sample,2206,830,0.6239,69,4309.97
2025-06-27,/lp/skincare-routine-quiz,1336,547,0.5904,41,2605.17
2025-06-27,/lp/spf-bundle-20-off,2125,1031,0.5148,113,7627.75
2025-06-27,/products/vitamin-c-serum,924,421,0.5447,34,2170.03
2025-06-28,/,397,114,0.712,5,316.88
2025-06-28,/collections/bestsellers,577,224,0.6123,14,881.97
2025-06-28,/lp/free-serum-sample,2196,831,0.6217,71,4657.44
2025-06-28,/lp/skincare-routine-quiz,1333,550,0.5873,41,2589.04
2025-06-28,/lp/spf-bundle-20-off,1902,924,0.514,110,7015.3
2025-06-28,/products/vitamin-c-serum,860,372,0.5675,32,2009.51
2025-06-29,/,433,139,0.679,6,395.51
2025-06-29,/collections/bestsellers,541,210,0.6112,14,916.39
2025-06-29,/lp/free-serum-sample,1987,720,0.6378,69,4225.29
2025-06-29,/lp/skincare-routine-quiz,1297,517,0.6014,41,2549.85
2025-06-29,/lp/spf-bundle-20-off,1673,811,0.5151,87,5205.1
2025-06-29,/products/vitamin-c-serum,833,376,0.5492,29,1903.91
2025-06-30,/,384,117,0.6951,5,319.8
2025-06-30,/collections/bestsellers,537,194,0.6385,13,822.99
2025-06-30,/lp/free-serum-sample,2090,763,0.6351,67,4091.07
2025-06-30,/lp/skincare-routine-quiz,1204,508,0.5778,35,2198.88
2025-06-30,/lp/spf-bundle-20-off,1811,856,0.5273,105,6477.36
2025-06-30,/products/vitamin-c-serum,816,347,0.5742,30,1818.34
2025-07-01,/,372,118,0.6828,5,338.88
2025-07-01,/collections/bestsellers,515,200,0.612,12,798.24
2025-07-01,/lp/free-serum-sample,2175,756,0.6524,69,4286.12
2025-07-01,/lp/skincare-routine-quiz,1124,474,0.5781,33,2037.77
2025-07-01,/lp/spf-bundle-20-off,1638,767,0.5318,95,5863.37
2025-07-01,/products/vitamin-c-serum,793,339,0.5719,30,2035.74
2025-07-02,/,431,127,0.7047,6,395.22
2025-07-02,/collections/bestsellers,552,217,0.6061,14,917.62
2025-07-02,/lp/free-serum-sample,2045,713,0.6512,67,4112.25
2025-07-02,/lp/skincare-routine-quiz,1197,483,0.5961,38,2382.85
2025-07-02,/lp/spf-bundle-20-off,1728,803,0.5355,90,5564.23
2025-07-02,/products/vitamin-c-serum,798,354,0.5564,30,2011.56
2025-07-03,/,459,141,0.6928,6,394.51
2025-07-03,/collections/bestsellers,594,234,0.6055,15,987.55
2025-07-03,/lp/free-serum-sample,2173,784,0.6394,75,4780.12
2025-07-03,/lp/skincare-routine-quiz,1375,554,0.5968,42,2582.07
2025-07-03,/lp/spf-bundle-20-off,1841,874,0.5254,96,6201.87
2025-07-03,/products/vitamin-c-serum,801,349,0.5638,28,1755.52
2025-07-04,/,466,137,0.707,6,371.65
2025-07-04,/collections/bestsellers,567,203,0.6419,13,845.24
2025-07-04,/lp/free-serum-sample,2332,835,0.6419,77,5119.49
2025-07-04,/lp/skincare-routine-quiz,1276,538,0.5784,41,2576.32
2025-07-04,/lp/spf-bundle-20-off,1875,891,0.5249,110,6835.02
2025-07-04,/products/vitamin-c-serum,941,400,0.5749,35,2138.27
2025-07-05,/,445,129,0.7094,6,392.41
2025-07-05,/collections/bestsellers,516,201,0.6112,13,833.05
2025-07-05,/lp/free-serum-sample,2106,804,0.6184,70,4728.28
2025-07-05,/lp/skincare-routine-quiz,1287,551,0.5718,41,2690.54
2025-07-05,/lp/spf-bundle-20-off,1813,877,0.5161,99,6219.55
2025-07-05,/products/vitamin-c-serum,825,378,0.5423,32,2147.11
2025-07-06,/,446,134,0.7006,6,387.57
2025-07-06,/collections/bestsellers,557,220,0.6045,13,870.52
2025-07-06,/lp/free-serum-sample,2124,814,0.6169,67,4234.07
2025-07-06,/lp/skincare-routine-quiz,1208,495,0.5904,38,2378.1
2025-07-06,/lp/spf-bundle-20-off,1841,891,0.5158,97,5955.37
2025-07-06,/products/vitamin-c-serum,881,375,0.5743,34,2038.58
2025-07-07,/,380,120,0.685,5,297.46
2025-07-07,/collections/bestsellers,502,196,0.6105,13,811.36
2025-07-07,/lp/free-serum-sample,1922,685,0.6436,63,3895.46
2025-07-07,/lp/skincare-routine-quiz,1253,509,0.5938,41,2490.7
2025-07-07,/lp/spf-bundle-20-off,1748,834,0.5227,100,5985.35
2025-07-07,/products/vitamin-c-serum,795,343,0.5687,29,1843.75
2025-07-08,/,405,125,0.6907,5,307.85
2025-07-08,/collections/bestsellers,498,190,0.6189,12,789.41
2025-07-08,/lp/free-serum-sample,1837,705,0.6162,60,3936.03
2025-07-08,/lp/skincare-routine-quiz,1210,522,0.5686,38,2467.95
2025-07-08,/lp/spf-bundle-20-off,1561,732,0.5311,83,5552.13
2025-07-08,/products/vitamin-c-serum,736,321,0.5634,29,1953.24
2025-07-09,/,413,125,0.6985,6,381.97
2025-07-09,/collections/bestsellers,530,207,0.609,12,704.82
2025-07-09,/lp/free-serum-sample,2095,738,0.6477,67,4033.77
2025-07-09,/lp/skincare-routine-quiz,1178,473,0.5985,35,2223.97
2025-07-09,/lp/spf-bundle-20-off,1689,792,0.5312,98,6283.59
2025-07-09,/products/vitamin-c-serum,838,362,0.5683,30,1889.29
2025-07-10,/,421,134,0.6808,5,322.58
2025-07-10,/collections/bestsellers,484,186,0.615,12,743.74
2025-07-10,/lp/free-serum-sample,1905,675,0.6458,65,4297.12
2025-07-10,/lp/skincare-routine-quiz,1090,468,0.5702,35,2369.49
2025-07-10,/lp/spf-bundle-20-off,1786,859,0.519,95,6338.54
2025-07-10,/products/vitamin-c-serum,771,335,0.5658,28,1867.26
2025-07-11,/,454,141,0.689,6,362.64
2025-07-11,/collections/bestsellers,625,232,0.6287,16,980.0
2025-07-11,/lp/free-serum-sample,2439,939,0.6149,81,5358.69
2025-07-11,/lp/skincare-routine-quiz,1257,512,0.5928,39,2502.88
2025-07-11,/lp/spf-bundle-20-off,2054,972,0.5269,111,7397.75
2025-07-11,/products/vitamin-c-serum,837,365,0.5638,30,2027.39
2025-07-12,/,388,114,0.7064,5,298.64
2025-07-12,/collections/bestsellers,578,223,0.6137,14,892.32
2025-07-12,/lp/free-serum-sample,1870,688,0.6322,66,3908.85
2025-07-12,/lp/skincare-routine-quiz,1150,471,0.5906,35,2215.66
2025-07-12,/lp/spf-bundle-20-off,1785,851,0.5232,99,6405.23
2025-07-12,/products/vitamin-c-serum,804,345,0.5706,28,1784.74
2025-07-13,/,435,133,0.6937,6,382.87
2025-07-13,/collections/bestsellers,584,217,0.6286,13,784.76
2025-07-13,/lp/free-serum-sample,1983,703,0.6453,69,4197.39
2025-07-13,/lp/skincare-routine-quiz,1143,485,0.5755,35,2247.25
2025-07-13,/lp/spf-bundle-20-off,1728,846,0.5102,98,5826.76
2025-07-13,/products/vitamin-c-serum,820,374,0.5442,31,1993.82
2025-07-14,/,429,128,0.7013,5,336.71
2025-07-14,/collections/bestsellers,509,193,0.6215,12,726.0
2025-07-14,/lp/free-serum-sample,1915,716,0.6263,66,4313.19
2025-07-14,/lp/skincare-routine-quiz,1242,511,0.5885,41,2714.65
2025-07-14,/lp/spf-bundle-20-off,1863,882,0.5267,107,7180.97
2025-07-14,/products/vitamin-c-serum,819,364,0.5554,30,1882.59
2025-07-15,/,414,117,0.7165,6,403.46
2025-07-15,/collections/bestsellers,527,207,0.6069,13,864.71
2025-07-15,/lp/free-serum-sample,2054,748,0.6358,66,4179.87
2025-07-15,/lp/skincare-routine-quiz,1205,495,0.589,37,2410.3
2025-07-15,/lp/spf-bundle-20-off,1786,877,0.5089,98,6443.06
2025-07-15,/products/vitamin-c-serum,871,382,0.5609,33,2231.8
2025-07-16,/,448,133,0.7038,6,351.41
2025-07-16,/collections/bestsellers,633,237,0.6249,16,1002.92
2025-07-16,/lp/free-serum-sample,2090,762,0.6352,72,4386.76
2025-07-16,/lp/skincare-routine-quiz,1369,562,0.5897,43,2612.65
2025-07-16,/lp/spf-bundle-20-off,1951,942,0.5174,107,6395.6
2025-07-16,/products/vitamin-c-serum,926,405,0.5631,32,2081.39
2025-07-17,/,449,145,0.677,6,400.37
2025-07-17,/collections/bestsellers,560,218,0.6105,13,804.44
2025-07-17,/lp/free-serum-sample,2161,771,0.6433,76,4544.1
2025-07-17,/lp/skincare-routine-quiz,1263,532,0.5787,40,2445.76
2025-07-17,/lp/spf-bundle-20-off,2011,945,0.5303,118,7114.93
2025-07-17,/products/vitamin-c-serum,888,399,0.5504,34,2120.98
2025-07-18,/,466,145,0.6884,6,356.72
2025-07-18,/collections/bestsellers,562,210,0.627,14,827.45
2025-07-18,/lp/free-serum-sample,2300,855,0.6282,79,4955.5
2025-07-18,/lp/skincare-routine-quiz,1373,558,0.5937,41,2716.87
2025-07-18,/lp/spf-bundle-20-off,1946,900,0.5374,110,7209.11
2025-07-18,/products/vitamin-c-serum,838,361,0.5695,32,1995.78
2025-07-19,/,484,138,0.7154,6,361.87
2025-07-19,/collections/bestsellers,591,214,0.6378,14,847.88
2025-07-19,/lp/free-serum-sample,2180,816,0.6259,75,4583.96
2025-07-19,/lp/skincare-routine-quiz,1478,646,0.563,47,2852.85
2025-07-19,/lp/spf-bundle-20-off,1991,939,0.5284,116,7014.15
2025-07-19,/products/vitamin-c-serum,909,405,0.5546,34,2050.2
2025-07-20,/,447,133,0.7026,6,388.05
2025-07-20,/collections/bestsellers,551,211,0.6176,13,858.34
2025-07-20,/lp/free-serum-sample,2099,809,0.6148,66,3925.95
2025-07-20,/lp/skincare-routine-quiz,1258,549,0.5635,38,2310.51
2025-07-20,/lp/spf-bundle-20-off,1817,853,0.5308,98,5858.44
2025-07-20,/products/vitamin-c-serum,882,406,0.5392,32,1949.09
2025-07-21,/,415,133,0.6789,6,397.87
2025-07-21,/collections/bestsellers,562,213,0.6213,13,857.87
2025-07-21,/lp/free-serum-sample,2274,832,0.6343,72,4677.18
2025-07-21,/lp/skincare-routine-quiz,1331,549,0.5874,44,2783.87
2025-07-21,/lp/spf-bundle-20-off,1811,839,0.5369,105,6539.73
2025-07-21,/products/vitamin-c-serum,841,365,0.566,30,1874.1
2025-07-22,/,406,132,0.6761,6,416.06
2025-07-22,/collections/bestsellers,564,222,0.6072,14,953.01
2025-07-22,/lp/free-serum-sample,1957,703,0.6406,69,4633.51
2025-07-22,/lp/skincare-routine-quiz,1198,522,0.5642,39,2424.59
2025-07-22,/lp/spf-bundle-20-off,1857,912,0.509,108,6807.15
2025-07-22,/products/vitamin-c-serum,783,356,0.5458,30,1915.64
2025-07-23,/,443,142,0.6802,6,386.77
2025-07-23,/collections/bestsellers,627,235,0.6255,15,979.32
2025-07-23,/lp/free-serum-sample,2161,832,0.6148,69,4434.49
2025-07-23,/lp/skincare-routine-quiz,1390,605,0.565,45,2977.83
2025-07-23,/lp/spf-bundle-20-off,1856,910,0.5095,108,6620.54
2025-07-23,/products/vitamin-c-serum,927,428,0.5385,32,1923.97
2025-07-24,/,431,128,0.704,6,392.68
2025-07-24,/collections/bestsellers,594,221,0.6278,14,903.97
2025-07-24,/lp/free-serum-sample,2238,839,0.6253,79,5052.98
2025-07-24,/lp/skincare-routine-quiz,1263,549,0.5655,41,2457.42
2025-07-24,/lp/spf-bundle-20-off,2030,957,0.5288,112,6780.67
2025-07-24,/products/vitamin-c-serum,921,423,0.541,35,2242.38
2025-07-25,/,436,133,0.6959,6,407.03
2025-07-25,/collections/bestsellers,525,206,0.6082,13,846.17
2025-07-25,/lp/free-serum-sample,1975,715,0.6378,71,4469.81
2025-07-25,/lp/skincare-routine-quiz,1217,512,0.5791,37,2413.74
2025-07-25,/lp/spf-bundle-20-off,1930,931,0.5177,103,6742.49
2025-07-25,/products/vitamin-c-serum,871,384,0.5589,34,2105.34
2025-07-26,/,432,128,0.7037,6,377.88
2025-07-26,/collections/bestsellers,624,230,0.6314,16,992.61
2025-07-26,/lp/free-serum-sample,2283,818,0.6418,74,4680.35
2025-07-26,/lp/skincare-routine-quiz,1342,559,0.5834,40,2580.89
2025-07-26,/lp/spf-bundle-20-off,1888,880,0.5339,106,6325.12
2025-07-26,/products/vitamin-c-serum,951,414,0.5642,37,2296.13
2025-07-27,/,427,125,0.707,6,378.28
2025-07-27,/collections/bestsellers,557,206,0.6306,14,875.75
2025-07-27,/lp/free-serum-sample,2241,830,0.6298,74,4679.22
2025-07-27,/lp/skincare-routine-quiz,1163,489,0.5797,38,2498.9
2025-07-27,/lp/spf-bundle-20-off,1687,813,0.518,98,5800.53
2025-07-27,/products/vitamin-c-serum,827,368,0.5548,29,1867.38
2025-07-28,/,433,130,0.7005,6,369.02
2025-07-28,/collections/bestsellers,619,225,0.6373,16,1082.05
2025-07-28,/lp/free-serum-sample,2429,892,0.6328,81,5331.28
2025-07-28,/lp/skincare-routine-quiz,1301,557,0.5722,43,2753.32
2025-07-28,/lp/spf-bundle-20-off,1874,927,0.5051,110,6759.6
2025-07-28,/products/vitamin-c-serum,874,393,0.5509,31,2004.32
2025-07-29,/,487,140,0.7132,7,449.85
2025-07-29,/collections/bestsellers,582,219,0.6239,14,895.19
2025-07-29,/lp/free-serum-sample,2236,865,0.6131,77,5136.41
2025-07-29,/lp/skincare-routine-quiz,1424,617,0.567,44,2853.13
2025-07-29,/lp/spf-bundle-20-off,1845,887,0.5191,100,6512.33
2025-07-29,/products/vitamin-c-serum,870,384,0.5588,33,2123.55
2025-07-30,/,441,131,0.7023,6,392.02
2025-07-30,/collections/bestsellers,526,196,0.627,13,819.08
2025-07-30,/lp/free-serum-sample,2223,836,0.6238,78,4918.26
2025-07-30,/lp/skincare-routine-quiz,1309,550,0.5801,43,2664.16
2025-07-30,/lp/spf-bundle-20-off,1923,920,0.5217,111,6861.94
2025-07-30,/products/vitamin-c-serum,849,370,0.564,33,2174.81
2025-07-31,/,386,120,0.6891,5,322.56
2025-07-31,/collections/bestsellers,543,197,0.6363,13,875.73
2025-07-31,/lp/free-serum-sample,1859,714,0.616,66,4450.45
2025-07-31,/lp/skincare-routine-quiz,1170,489,0.5819,35,2213.52
2025-07-31,/lp/spf-bundle-20-off,1659,822,0.5044,90,6091.79
2025-07-31,/products/vitamin-c-serum,789,342,0.5662,29,1754.4
2025-08-01,/,435,133,0.6937,6,376.82
2025-08-01,/collections/bestsellers,632,231,0.6349,15,1026.99
2025-08-01,/lp/free-serum-sample,2054,797,0.6118,66,4042.01
2025-08-01,/lp/skincare-routine-quiz,1250,531,0.5751,40,2659.87
2025-08-01,/lp/spf-bundle-20-off,1797,844,0.5305,97,6479.96
2025-08-01,/products/vitamin-c-serum,858,388,0.5474,33,2259.59
2025-08-02,/,394,125,0.6816,5,313.57
2025-08-02,/collections/bestsellers,520,201,0.6137,13,866.23
2025-08-02,/lp/free-serum-sample,2182,840,0.615,77,5168.55
2025-08-02,/lp/skincare-routine-quiz,1257,513,0.5917,40,2669.39
2025-08-02,/lp/spf-bundle-20-off,1978,955,0.5174,115,7106.66
2025-08-02,/products/vitamin-c-serum,856,395,0.538,34,2097.54
2025-08-03,/,472,153,0.6756,7,467.63
2025-08-03,/collections/bestsellers,543,208,0.6162,13,865.31
2025-08-03,/lp/free-serum-sample,2196,785,0.6425,75,4979.1
2025-08-03,/lp/skincare-routine-quiz,1222,502,0.5893,39,2386.13
2025-08-03,/lp/spf-bundle-20-off,2040,955,0.5318,113,7577.8
2025-08-03,/products/vitamin-c-serum,809,371,0.5411,31,2003.63
2025-08-04,/,406,121,0.7031,5,303.2
2025-08-04,/collections/bestsellers,558,206,0.63,14,899.15
2025-08-04,/lp/free-serum-sample,2174,782,0.6403,71,4344.31
2025-08-04,/lp/skincare-routine-quiz,1283,544,0.5757,39,2640.58
2025-08-04,/lp/spf-bundle-20-off,1778,874,0.5087,106,7146.53
2025-08-04,/products/vitamin-c-serum,779,345,0.5577,30,2035.59
2025-08-05,/,385,114,0.7032,6,357.73
2025-08-05,/collections/bestsellers,470,183,0.6112,12,775.31
2025-08-05,/lp/free-serum-sample,1747,645,0.6306,60,3917.78
2025-08-05,/lp/skincare-routine-quiz,1094,477,0.5638,35,2225.45
2025-08-05,/lp/spf-bundle-20-off,1754,866,0.5062,100,6440.51
2025-08-05,/products/vitamin-c-serum,735,332,0.5484,26,1573.5
2025-08-06,/,415,124,0.7001,6,398.89
2025-08-06,/collections/bestsellers,535,214,0.5998,13,848.61
2025-08-06,/lp/free-serum-sample,2197,864,0.6069,72,4360.22
2025-08-06,/lp/skincare-routine-quiz,1159,489,0.5782,39,2497.55
2025-08-06,/lp/spf-bundle-20-off,1946,937,0.5186,104,6635.33
2025-08-06,/products/vitamin-c-serum,774,336,0.566,30,1841.76
2025-08-07,/,415,133,0.6785,6,397.22
2025-08-07,/collections/bestsellers,524,204,0.6113,13,778.23
2025-08-07,/lp/free-serum-sample,2047,782,0.6182,74,4687.55
2025-08-07,/lp/skincare-routine-quiz,1256,537,0.5721,42,2598.3
2025-08-07,/lp/spf-bundle-20-off,1744,863,0.505,97,5932.14
2025-08-07,/products/vitamin-c-serum,811,360,0.5566,29,1747.63
2025-08-08,/,388,111,0.7131,5,333.55
2025-08-08,/collections/bestsellers,546,201,0.6327,14,933.1
2025-08-08,/lp/free-serum-sample,1974,723,0.6339,66,3974.83
2025-08-08,/lp/skincare-routine-quiz,1245,541,0.5657,38,2361.13
2025-08-08,/lp/spf-bundle-20-off,1820,892,0.5098,102,6189.75
2025-08-08,/products/vitamin-c-serum,829,363,0.5624,33,2002.71
2025-08-09,/,436,132,0.6968,6,408.1
2025-08-09,/collections/bestsellers,654,256,0.6091,15,968.21
2025-08-09,/lp/free-serum-sample,2416,916,0.6207,83,5607.38
2025-08-09,/lp/skincare-routine-quiz,1355,572,0.5779,46,2839.54
2025-08-09,/lp/spf-bundle-20-off,2112,994,0.5294,126,8216.74
2025-08-09,/products/vitamin-c-serum,896,394,0.5606,33,2179.84
2025-08-10,/,390,127,0.6754,5,314.1
2025-08-10,/collections/bestsellers,524,205,0.6091,13,830.68
2025-08-10,/lp/free-serum-sample,1976,776,0.6074,65,4146.4
2025-08-10,/lp/skincare-routine-quiz,1223,521,0.5742,37,2449.76
2025-08-10,/lp/spf-bundle-20-off,1824,904,0.5046,106,6586.01
2025-08-10,/products/vitamin-c-serum,855,371,0.5661,32,1905.25
2025-08-11,/,434,138,0.6828,6,408.28
2025-08-11,/collections/bestsellers,600,221,0.631,16,1115.12
2025-08-11,/lp/free-serum-sample,2328,835,0.6413,84,5797.13
2025-08-11,/lp/skincare-routine-quiz,1481,624,0.5789,50,3156.91
2025-08-11,/lp/spf-bundle-20-off,1877,934,0.5026,112,7618.61
2025-08-11,/products/vitamin-c-serum,986,429,0.5652,38,2386.87
2025-08-12,/,407,118,0.7098,5,327.57
2025-08-12,/collections/bestsellers,559,211,0.622,13,864.74
2025-08-12,/lp/free-serum-sample,2200,823,0.6257,78,4693.29
2025-08-12,/lp/skincare-routine-quiz,1293,574,0.5559,42,2720.73
2025-08-12,/lp/spf-bundle-20-off,1823,870,0.5226,99,6451.83
2025-08-12,/products/vitamin-c-serum,809,354,0.5619,32,2094.07
2025-08-13,/,406,128,0.6838,5,332.53
2025-08-13,/collections/bestsellers,536,215,0.5993,13,871.21
2025-08-13,/lp/free-serum-sample,2281,869,0.6191,80,4864.0
2025-08-13,/lp/skincare-routine-quiz,1383,586,0.5761,46,3057.11
2025-08-13,/lp/spf-bundle-20-off,1885,916,0.5139,113,6992.95
2025-08-13,/products/vitamin-c-serum,910,401,0.5598,32,2036.87
2025-08-14,/,398,117,0.7053,6,398.3
2025-08-14,/collections/bestsellers,509,188,0.6299,13,878.39
2025-08-14,/lp/free-serum-sample,1788,690,0.614,62,4111.24
