date,ad_spend,impressions,clicks,gads_conversions,gads_conv_value,spend_high_intent,spend_crm_verified,orders,revenue,paid_orders,paid_revenue,new_customers,returning_orders,returning_revenue,first_order_customers,repeat_within_90d,leads_created,leads_converted,sessions,engaged_sessions,lp_conversions,lp_revenue,emails_sent,emails_delivered,emails_opened,emails_clicked,emails_sent_segmented,emails_sent_batch,emails_delivered_segmented,emails_opened_segmented,emails_clicked_segmented,carts_created,carts_recovered,open_pipeline_value,clv_value,cohort_d30_gp
2025-07-25,4131.68,76268,2432,178.3,11298.79,3161,3455,214,13737.08,167,10624.59,172,42,2622.68,172,32,76,2,6954,2881,264,16984.58,2386,2345,472,72,2386,0,2345,472,72,92,7,539344.09,52.49,8145.96
2025-07-26,4361.31,81802,2466,193.2,12639.68,3340,3650,231,14339.27,180,11304.42,186,45,2921.57,186,36,71,4,7520,3029,279,17252.98,17468,17039,2495,335,1220,16248,1197,229,33,100,4,549075.47,52.54,8436.24
2025-07-27,4222.61,82042,2408,188.7,11284.34,3196,3524,220,13850.75,172,10937.77,178,42,2662.01,178,34,80,0,6902,2831,259,16100.06,1677,1652,355,51,1677,0,1652,355,51,93,11,559353.64,52.59,8382.19
2025-07-28,4619.05,84659,2479,188.5,11751.94,3531,3853,224,14691.19,175,11198.23,182,42,2762.3,182,17,67,2,7530,3124,287,18299.59,19010,18542,2919,378,1252,17758,1228,267,43,100,5,564039.08,52.65,8687.12
2025-07-29,4331.85,83375,2548,186.6,11938.69,3321,3623,221,13734.72,172,10597.19,178,43,2629.63,178,22,77,3,7444,3112,275,17970.46,1007,987,190,31,1007,0,987,190,31,97,5,543629.91,52.69,8081.7
2025-07-30,4304.92,79912,2454,181.6,12306.86,3254,3549,228,14578.67,178,11401.26,183,45,2857.96,183,36,70,2,7271,3003,284,17830.27,17780,17353,2839,380,2877,14903,2823,604,93,88,4,564033.23,52.75,8796.16
2025-07-31,3967.03,72706,2261,169.5,11255.36,3014,3312,209,13403.58,163,10570.35,167,42,2669.35,167,25,80,0,6406,2684,238,15708.45,1228,1204,256,40,1228,0,1204,256,40,90,11,551287.7,52.8,7836.82
2025-08-01,4431.22,83453,2636,194.4,12352.08,3357,3657,227,14678.49,177,11524.38,181,46,2887.68,181,30,77,3,7026,2924,257,16845.24,17793,17366,2702,379,2279,15514,2240,477,75,103,6,585600.39,52.85,8741.09
2025-08-02,4517.63,79609,2547,200.8,12493.82,3421,3756,232,15087.62,181,11746.48,186,46,2942.42,186,30,74,2,7187,3029,284,18221.94,17950,17517,2571,352,1568,16382,1545,311,48,99,2,557559.78,52.9,8944.4
2025-08-03,4267.95,81778,2414,175.3,11079.76,3261,3552,212,13443.47,166,10551.75,170,42,2586.26,170,32,82,1,7282,2974,278,18279.6,16317,15910,2424,331,242,16075,237,65,11,104,8,574446.93,52.96,7970.87
2025-08-04,4308.44,74222,2378,180.7,11968.64,3254,3593,220,13931.3,172,10940.49,175,45,2758.24,175,32,74,1,6978,2872,265,17369.36,18721,18262,2763,389,2056,16665,2014,450,67,97,11,569513.93,53.02,8580.16
2025-08-05,4134.46,74153,2190,175.9,11063.7,3170,3442,210,13380.63,164,10672.01,167,43,2826.3,167,27,77,5,6185,2617,239,15290.28,2133,2100,467,72,2133,0,2100,467,72,87,5,569196.45,53.07,7653.31
2025-08-06,4130.02,80626,2378,177.8,11675.02,3146,3432,213,13623.19,167,10836.83,170,43,2691.21,170,34,72,1,7026,2964,264,16582.36,1697,1666,340,52,1697,0,1666,340,52,95,11,580222.93,53.13,8126.24
2025-08-07,3988.74,72512,2288,181.8,11019.37,3054,3335,214,12963.26,167,10082.0,171,43,2633.16,171,33,79,2,6797,2879,261,16141.07,18744,18297,2772,386,1939,16805,1912,406,63,103,8,578692.1,53.19,7905.65
2025-08-08,4148.33,74839,2274,182.4,11841.77,3176,3468,220,13881.61,172,10838.06,176,44,2895.77,176,24,80,2,6802,2831,258,15795.07,1061,1043,208,33,1061,0,1043,208,33,95,6,589757.45,53.24,8083.85
2025-08-09,4586.26,79005,2510,206.0,13253.43,3529,3840,242,15924.74,189,12576.57,193,49,3232.11,193,35,81,5,7869,3264,309,20219.81,16528,16121,2596,365,1769,14759,1731,404,67,100,11,571385.17,53.3,9358.57
2025-08-10,3988.83,76021,2312,190.3,11849.71,3021,3333,221,14047.84,173,10913.54,175,46,2931.0,175,24,72,0,6792,2904,258,16232.2,15884,15501,2410,325,1368,14516,1348,317,50,105,8,591713.26,53.36,8098.92
2025-08-11,4540.65,83993,2575,189.9,12449.76,3459,3777,226,14820.03,177,11619.84,179,47,3027.81,179,29,70,1,7706,3181,306,20482.92,17073,16654,2596,363,1799,15274,1762,355,56,89,7,593183.38,53.43,8672.78
2025-08-12,4336.76,80332,2575,194.0,11950.66,3324,3613,231,14308.17,181,11413.05,184,47,2851.27,184,29,71,3,7091,2950,269,17152.23,2322,2285,468,68,2322,0,2285,468,68,90,8,579644.15,53.49,8633.78
2025-08-13,4090.69,73926,2353,184.5,11560.51,3159,3428,221,14047.46,173,11085.59,176,45,2779.06,176,26,73,6,7401,3115,289,18154.67,1203,1179,235,40,1203,0,1179,235,40,103,10,573268.32,53.55,8466.43
2025-08-14,4120.31,68452,2282,185.7,11832.41,3154,3473,220,14434.92,173,11439.01,175,45,2986.26,175,26,72,3,6356,2656,251,16275.48,17002,16597,2579,378,2311,14691,2273,489,76,100,4,587440.45,53.61,8432.29
2025-08-15,4148.67,73115,2370,171.9,11515.71,3206,3459,214,14111.72,168,10966.6,169,45,2900.74,169,39,76,4,6574,2762,253,16357.77,17244,16824,2699,376,1918,15326,1881,377,58,93,8,607263.61,53.67,8390.09
2025-08-16,4388.47,86276,2589,193.2,11802.53,3333,3678,227,15362.93,178,11905.83,179,48,3268.94,179,30,82,4,7924,3309,303,19745.53,16864,16449,2600,328,470,16394,465,109,20,113,10,565576.6,53.73,8788.88
2025-08-17,4464.22,82249,2568,199.1,13478.42,3385,3730,238,15160.53,187,11921.62,188,50,3208.96,188,37,76,5,7697,3222,287,18560.59,957,935,202,30,957,0,935,202,30,104,9,598889.04,53.78,8847.5
2025-08-18,4330.77,75286,2481,190.6,11845.45,3335,3617,228,14151.58,179,10816.6,181,47,2958.69,181,32,78,3,7484,3168,288,18197.53,15843,15455,2285,323,695,15148,686,122,18,98,6,580629.34,53.85,8085.52
2025-08-19,4038.3,70387,2307,178.6,11018.42,3086,3360,218,13890.77,171,10937.32,172,46,2554.68,172,24,70,4,6726,2846,257,16227.35,18710,18252,2843,407,2274,16436,2227,480,73,97,8,592812.82,53.91,8347.99
2025-08-20,4010.82,73911,2316,182.7,11674.59,3065,3360,215,13587.27,169,10708.86,169,46,2903.18,169,30,75,2,6681,2783,254,15437.25,1060,1046,216,34,1060,0,1046,216,34,88,5,573001.35,53.97,7741.57
2025-08-21,4177.9,76405,2455,194.2,12125.86,3215,3507,226,14962.67,178,11915.83,179,47,2934.72,179,30,78,1,6740,2817,268,17559.49,458,449,108,19,458,0,449,108,19,108,7,571949.2,54.04,9147.82
2025-08-22,4405.74,77895,2539,201.4,13455.73,3356,3711,244,15412.32,192,12034.26,192,52,3262.56,192,36,85,3,7465,3113,284,17803.19,17664,17236,2744,360,925,16739,915,199,31,93,4,611381.71,54.1,9120.03
2025-08-23,4393.58,72208,2433,186.2,12134.04,3376,3657,223,14587.3,175,11418.51,176,47,2924.28,176,31,88,4,7120,2970,269,18189.78,14531,14168,2092,290,0,14531,0,0,0,110,14,587993.03,54.17,8550.14
2025-08-24,4130.23,72898,2334,182.7,11709.17,3177,3453,220,13659.18,173,10872.51,174,46,2848.64,174,34,88,1,6510,2726,258,16683.78,285,279,80,14,285,0,279,80,14,96,8,584513.67,54.23,8073.23
2025-08-25,3967.28,76518,2427,183.2,11856.64,3046,3319,216,14306.51,170,11358.49,170,46,3208.9,170,33,76,4,7152,3047,277,17802.26,1828,1794,394,61,1828,0,1794,394,61,103,14,595329.01,54.29,8272.82
2025-08-26,4355.96,75678,2479,195.5,12365.23,3351,3663,235,15099.21,185,11691.65,184,51,3260.71,184,36,82,1,7434,3201,291,18246.35,14797,14427,2098,304,0,14797,0,0,0,89,8,617761.89,54.35,8900.1
2025-08-27,4208.58,75740,2479,191.9,11805.53,3216,3491,224,14646.03,176,11561.18,176,48,3248.81,176,40,79,3,7230,3064,272,17066.8,17707,17263,2805,364,1496,16211,1457,349,53,101,5,581586.53,54.41,8688.52
2025-08-28,4356.08,74156,2547,209.6,12728.75,3348,3624,241,15618.59,190,12270.56,188,53,3431.92,188,35,87,3,7117,3043,275,17935.51,17090,16666,2524,372,711,16379,696,187,30,103,12,619723.42,54.48,8904.79
2025-08-29,4573.22,80536,2679,194.5,13052.81,3508,3839,234,15475.28,184,12267.81,183,51,3366.07,183,40,74,2,7687,3276,293,19376.56,1250,1235,261,39,1250,0,1235,261,39,109,9,600921.98,54.55,9564.34
2025-08-30,4389.58,77221,2457,200.6,13189.89,3376,3657,240,15526.01,189,12245.17,189,51,3225.57,189,21,88,2,6957,2963,268,17231.97,16813,16397,2509,339,964,15849,944,212,32,106,10,615344.13,54.61,8979.78
2025-08-31,4117.18,75971,2426,192.1,12322.97,3159,3446,230,14501.48,181,11482.51,179,51,3357.61,179,30,83,1,6982,2976,272,17610.36,2793,2755,600,96,2793,0,2755,600,96,98,10,633736.24,54.67,8244.36
2025-09-01,3940.17,73455,2505,179.5,12023.48,3004,3273,214,13921.85,169,11134.36,167,47,3175.41,167,34,79,2,7524,3200,290,18798.8,13972,13623,1951,268,0,13972,0,0,0,99,11,619890.12,54.74,8032.72
2025-09-02,4302.67,78494,2638,200.2,12735.85,3327,3626,235,15656.18,185,12183.16,184,51,3324.38,184,35,84,2,7538,3160,289,18573.6,16209,15816,2439,327,1315,14894,1294,265,45,102,11,619211.36,54.8,9354.57
2025-09-03,4361.69,84051,2732,193.2,12697.45,3333,3664,231,14856.76,182,11588.85,181,50,3052.3,181,27,83,1,7762,3328,291,18472.71,15744,15376,2452,364,1776,13968,1757,423,69,99,8,628847.42,54.87,8556.84
2025-09-04,4366.29,77211,2632,187.2,12676.68,3364,3685,229,14683.61,181,11512.5,178,51,3316.39,178,31,84,2,7362,3097,284,18076.35,827,809,148,23,827,0,809,148,23,107,9,594418.41,54.93,8330.42
2025-09-05,4552.84,84858,2778,205.3,14032.21,3497,3802,249,16312.5,197,12902.84,193,56,3539.12,193,32,90,6,8047,3440,312,20369.63,16291,15884,2475,344,0,16291,0,0,0,108,12,639886.04,55.0,9203.82
2025-09-06,4463.68,83136,2726,204.6,12970.58,3423,3735,233,15720.83,184,12507.24,183,50,3353.32,183,38,79,4,7958,3401,308,20779.37,1359,1333,269,42,1359,0,1333,269,42,112,11,640160.42,55.07,9219.92
2025-09-07,4602.62,80383,2648,205.3,13577.24,3511,3854,242,15871.65,191,12382.41,188,54,3496.75,188,33,77,1,8145,3443,317,21460.38,16307,15904,2460,357,758,15549,744,198,33,105,7,603394.43,55.14,9276.6
2025-09-08,4328.0,74624,2577,214.4,13271.2,3302,3637,247,16382.54,195,12940.69,192,55,3936.95,192,29,86,2,7524,3107,301,19529.52,1106,1082,227,36,1106,0,1082,227,36,108,8,598710.4,55.21,9212.93
2025-09-09,4085.2,73900,2434,191.0,12716.63,3125,3417,226,14926.6,179,11929.49,177,49,3263.48,177,34,81,2,7005,2932,274,17836.43,14622,14264,2223,295,994,13628,977,235,36,102,6,645533.5,55.29,8380.1
2025-09-10,4070.02,73890,2380,189.7,12294.02,3115,3423,219,14490.37,173,11261.37,170,49,3055.69,170,29,72,5,7137,2969,265,17354.82,15597,15210,2403,323,261,15336,257,75,13,99,11,629589.62,55.36,8266.35
2025-09-11,3969.21,67224,2362,180.4,12242.65,3073,3329,221,14577.2,175,11505.28,171,50,3169.49,171,34,76,2,6682,2871,255,17000.12,938,923,220,35,938,0,923,220,35,104,13,624067.14,55.43,8402.79
2025-09-12,4247.02,77415,2622,194.9,12338.26,3254,3572,233,15248.65,184,11803.21,181,52,3444.88,181,35,86,2,7976,3398,312,20622.13,2711,2659,607,90,2711,0,2659,607,90,114,7,618570.88,55.5,8884.98
2025-09-13,4322.87,73967,2613,208.8,13785.44,3306,3597,248,15870.35,196,12529.51,192,56,3539.57,192,33,86,3,7696,3377,313,20666.17,17225,16814,2747,412,2646,14579,2599,620,102,98,8,628989.8,55.57,9341.02
2025-09-14,4586.58,85542,2851,218.5,13888.31,3509,3854,255,16246.81,202,12711.01,196,59,3822.0,196,35,90,3,8158,3483,310,19766.33,14308,13960,2166,295,1083,13225,1066,252,41,105,10,647706.93,55.64,9035.1
2025-09-15,4086.62,69405,2424,183.7,12477.66,3122,3436,222,15160.2,176,12057.64,171,51,3304.86,171,27,80,1,6886,2933,279,18908.88,14249,13894,2181,287,453,13796,443,118,19,97,7,610141.58,55.71,8585.75
2025-09-16,4034.71,69907,2345,194.4,11861.81,3097,3397,221,14451.36,175,11674.89,170,51,3470.75,170,36,74,3,7126,3075,273,18154.76,15200,14828,2325,354,2065,13135,2021,462,74,99,14,625033.55,55.78,8375.84
2025-09-17,4448.61,78945,2744,202.2,13017.14,3442,3762,235,16027.33,186,12804.54,182,53,3643.59,182,30,73,4,8299,3554,328,21411.91,1038,1018,217,35,1038,0,1018,217,35,98,14,632493.81,55.85,9121.41
2025-09-18,4304.33,75838,2622,206.8,13111.58,3339,3619,235,15261.47,186,11913.17,183,52,3126.07,183,25,91,4,7002,2986,265,17503.46,16089,15699,2342,332,792,15297,784,154,23,100,3,652880.35,55.92,8794.49
2025-09-19,4408.99,74594,2616,199.9,13038.11,3386,3718,237,15389.82,188,12249.43,182,55,3643.94,182,31,89,5,7726,3274,296,19888.48,1950,1920,438,70,1950,0,1920,438,70,110,17,649163.54,56.0,8802.18
2025-09-20,4614.28,74596,2623,225.0,13815.81,3564,3856,258,16956.92,205,13354.05,198,60,4026.74,198,31,92,4,7889,3359,313,19583.13,16656,16249,2722,382,1955,14701,1916,437,68,115,19,622319.37,56.07,9627.58
2025-09-21,4275.4,75977,2721,207.0,13572.49,3331,3612,240,15988.91,191,12676.13,185,55,3595.39,185,42,77,2,7584,3280,301,19584.9,423,412,111,19,423,0,412,111,19,99,6,631118.29,56.14,9235.81
2025-09-22,3973.38,64797,2384,185.3,11794.45,3058,3335,217,14784.79,172,11463.04,166,51,3374.82,166,37,89,8,7189,3111,291,19171.54,1910,1876,396,66,1910,0,1876,396,66,95,11,627134.01,56.22,8695.35
2025-09-23,3963.76,72156,2456,192.5,12396.33,3041,3340,218,14919.73,173,11873.56,168,50,3363.88,168,30,88,1,7049,3068,272,18352.13,1598,1570,393,65,1598,0,1570,393,65,99,8,655048.59,56.29,8420.81
2025-09-24,4123.93,73298,2552,204.1,12697.34,3194,3465,228,14741.8,181,11704.03,174,54,3525.96,174,34,82,3,7179,3106,278,18327.06,13371,13037,2018,265,0,13371,0,0,0,112,10,634287.15,56.37,8346.62
2025-09-25,3921.98,68364,2552,187.6,12584.47,2981,3287,221,14778.49,176,11813.74,170,51,3400.94,170,36,89,5,6990,3032,275,18157.46,1405,1380,311,52,1405,0,1380,311,52,98,7,640460.47,56.44,8457.06
2025-09-26,4419.71,76381,2622,217.5,14454.16,3431,3755,252,16754.2,200,13160.07,192,60,4109.46,192,47,83,5,7643,3318,305,20077.21,3346,3284,743,119,3346,0,3284,743,119,106,11,635563.41,56.52,9342.93
2025-09-27,4279.96,74187,2642,217.4,13767.13,3275,3618,249,15769.86,198,12552.62,190,59,3778.19,190,49,82,4,7377,3222,298,18906.47,1981,1949,495,85,1981,0,1949,495,85,114,11,658530.85,56.59,9148.63
2025-09-28,4377.33,77733,2753,201.6,13257.74,3378,3682,238,15151.65,189,12162.75,183,55,3559.41,183,33,79,2,8335,3627,327,21097.52,2451,2397,547,90,2451,0,2397,547,90,98,8,673570.56,56.67,8516.86
2025-09-29,3916.83,71424,2425,191.9,12859.35,3045,3295,223,15214.81,177,11932.46,170,53,3603.3,170,32,92,3,7399,3241,293,20160.74,15695,15316,2541,385,2941,12754,2881,708,115,109,14,631291.83,56.74,8683.85
2025-09-30,3975.66,64629,2417,205.6,12827.81,3076,3356,229,15153.86,182,11929.55,175,54,3639.09,175,34,77,2,7026,3070,278,18238.21,15265,14887,2400,351,761,14504,746,207,37,97,2,680266.9,56.81,8527.08
2025-10-01,3923.84,63835,2223,197.0,12448.89,3041,3354,225,14566.48,179,11704.11,173,52,3510.94,173,32,89,3,6799,2907,269,18252.42,310,304,95,15,310,0,304,95,15,105,12,681100.8,56.88,8252.36
2025-10-02,3970.59,66600,2461,182.0,12604.64,3062,3330,221,15108.79,176,12063.35,169,52,3525.13,169,39,91,5,7383,3187,297,19830.1,16704,16305,2645,397,1937,14767,1907,495,83,101,12,639534.63,56.95,8943.8
2025-10-03,4339.4,69146,2635,209.4,13643.48,3369,3671,244,16056.9,194,12795.08,186,58,3822.3,186,39,89,8,8029,3491,315,20171.18,877,862,168,28,877,0,862,168,28,104,12,679728.16,57.02,9196.11
2025-10-04,4720.82,82062,2886,225.7,15048.61,3633,3973,258,16515.11,206,13405.37,198,60,3851.94,198,36,84,2,8710,3801,343,22852.4,16468,16087,2645,386,3368,13100,3315,768,122,107,15,646353.54,57.08,9123.87
2025-10-05,4472.6,78868,2709,206.7,13715.19,3454,3800,242,16566.94,193,13232.76,185,57,4035.22,185,44,90,4,7862,3377,300,20392.16,15316,14937,2460,352,1419,13897,1387,351,59,100,14,651619.97,57.14,9273.57
2025-10-06,3896.98,68234,2423,198.5,12394.8,3001,3293,230,15006.68,183,11869.82,175,55,3502.81,175,25,79,1,7406,3269,293,19596.71,13242,12915,2005,288,858,12384,841,236,42,103,13,648469.35,57.2,8551.89
2025-10-07,3713.91,66194,2291,191.2,12108.17,2871,3122,222,14032.43,177,11106.06,168,54,3266.58,168,40,84,5,6809,2933,271,17260.15,1496,1468,368,60,1496,0,1468,368,60,106,17,649924.64,57.26,8100.39
2025-10-08,3702.19,67680,2461,185.9,12433.92,2863,3126,218,13899.38,174,11211.3,165,53,3269.47,165,23,87,3,7097,3134,283,19144.36,14136,13798,2157,317,1231,12905,1216,302,50,107,6,668972.85,57.31,7612.69
2025-10-09,4216.43,74812,2628,203.9,13299.3,3283,3542,236,15932.38,188,12792.55,178,58,3713.68,178,31,80,2,7783,3348,315,20980.69,551,541,143,24,551,0,541,143,24,111,15,668518.1,57.37,9071.81
2025-10-10,4478.47,79381,2791,227.0,13990.02,3448,3800,255,16636.05,204,13271.94,193,62,3922.19,193,37,89,7,8160,3582,323,21535.82,1956,1918,435,71,1956,0,1918,435,71,117,17,686445.79,57.43,9414.79
2025-10-11,4613.69,86178,2910,218.2,14625.87,3544,3899,256,16984.53,205,13613.48,195,61,4355.93,195,43,100,4,8283,3552,329,21631.94,16335,15939,2713,399,2726,13609,2670,650,106,105,17,645893.69,57.48,9713.39
2025-10-12,3965.71,67823,2491,203.2,13459.41,3061,3351,235,15755.08,188,12643.91,178,57,3719.51,178,43,87,3,6955,2969,286,18885.45,1396,1367,318,51,1396,0,1367,318,51,109,13,694454.06,57.54,9066.34
2025-10-13,3958.83,69842,2458,200.0,13019.52,3099,3334,228,15547.12,182,12366.34,172,56,3743.53,172,39,84,2,7296,3181,295,19836.46,1763,1733,415,69,1763,0,1733,415,69,109,9,686393.99,57.6,8730.92
2025-10-14,3931.86,69720,2519,194.3,12569.73,3041,3348,228,14520.97,182,11684.78,174,54,3444.83,174,36,85,5,7425,3238,288,18085.2,16010,15626,2558,379,2851,13159,2796,630,103,113,19,667330.53,57.66,8224.02
2025-10-15,3799.72,69322,2521,188.6,12443.1,2982,3219,218,14906.61,174,11826.45,165,53,3828.61,165,33,84,4,7159,3135,290,19330.02,1447,1419,348,55,1447,0,1419,348,55,115,13,661264.47,57.72,8182.3
2025-10-16,3805.4,66710,2477,198.0,13075.34,2925,3212,231,15179.98,185,12204.7,173,58,3672.98,173,32,92,6,6990,3091,280,17729.7,1380,1345,332,56,1380,0,1345,332,56,104,8,698480.88,57.78,8678.56
2025-10-17,4025.62,66382,2462,196.7,13087.09,3132,3395,230,15186.05,184,12107.84,172,58,3872.52,172,38,87,2,7642,3330,318,20419.15,3477,3412,797,127,3477,0,3412,797,127,118,16,669487.61,57.85,8588.57
2025-10-18,4186.43,75774,2739,207.7,12755.96,3226,3536,236,15328.46,189,12345.44,177,59,3904.09,177,45,101,4,8075,3545,321,21005.99,12951,12628,2096,275,490,12461,479,129,23,126,15,677851.95,57.92,8662.27
2025-10-19,4130.88,67378,2609,207.1,14103.18,3204,3519,237,16116.58,190,12937.97,178,59,3842.98,178,45,87,3,7643,3319,310,21012.31,0,0,0,0,0,0,0,0,0,105,14,697280.29,57.98,9123.52
2025-10-20,3907.8,68065,2552,198.2,13678.27,3009,3312,231,15146.18,185,12066.72,173,58,3460.96,173,36,95,1,7235,3190,288,19213.49,2528,2486,586,100,2528,0,2486,586,100,120,16,664872.34,58.05,8714.22
2025-10-21,3717.25,60449,2427,196.1,13043.98,2898,3134,228,14619.61,183,11712.22,172,56,3504.78,172,43,79,5,6947,3003,276,17718.61,2058,2031,534,93,2058,0,2031,534,93,101,13,696011.52,58.12,8634.28
2025-10-22,4028.41,68466,2541,195.7,13193.37,3147,3429,230,15687.67,184,12721.18,172,58,3902.01,172,36,87,3,7401,3213,296,19558.94,14550,14205,2474,352,2732,11818,2682,617,104,116,15,713183.0,58.19,9107.01
2025-10-23,3605.95,63537,2541,191.0,12820.62,2784,3053,218,14586.2,175,11661.12,163,55,3768.91,163,35,88,3,7288,3178,298,19647.86,1265,1237,308,51,1265,0,1237,308,51,114,9,712484.29,58.27,7935.74
2025-10-24,4218.05,73098,2752,212.9,14222.81,3255,3562,245,16007.73,197,12995.34,182,63,4109.35,182,31,87,6,8282,3604,325,22009.23,3700,3627,881,139,3700,0,3627,881,139,115,11,717753.12,58.34,8893.32
2025-10-25,4241.45,72971,2762,220.7,14530.69,3297,3620,246,16619.12,197,13357.69,184,62,4054.87,184,46,95,4,7538,3269,306,20602.12,0,0,0,0,0,0,0,0,0,109,13,716791.97,58.41,9725.79
2025-10-26,4325.86,78652,2791,218.6,14097.25,3365,3691,249,16542.07,200,13301.9,186,63,4198.17,186,45,97,3,8313,3602,336,22353.48,13746,13407,2196,291,344,13402,340,109,18,118,16,680781.9,58.49,9318.39
2025-10-27,4102.37,73766,2739,220.9,14368.4,3138,3482,242,16756.25,194,13570.67,182,60,4119.0,182,27,94,3,8015,3539,330,22918.52,12114,11813,1975,264,308,11806,302,93,18,116,13,719029.69,58.57,9185.73
2025-10-28,4124.37,73335,2794,209.5,12862.97,3191,3470,233,15524.66,187,12362.28,174,59,3769.16,174,39,95,4,8013,3519,333,22629.21,850,837,184,29,850,0,837,184,29,115,11,716497.76,58.65,8830.31
2025-10-29,3941.89,66698,2621,203.4,12694.83,3062,3341,222,14773.02,178,11712.01,164,58,3997.91,164,41,89,4,7960,3501,325,22277.11,3199,3150,726,118,3199,0,3150,726,118,112,17,698273.68,58.73,8221.16
2025-10-30,3868.61,66372,2540,198.2,12773.14,3005,3289,224,14889.32,180,11827.86,167,57,3664.06,167,38,99,3,7441,3318,309,20597.73,12288,11981,1798,267,0,12288,0,0,0,120,18,717678.64,58.81,8669.48
2025-10-31,4525.89,82728,3015,233.0,15204.54,3534,3854,269,17655.63,216,14114.26,199,70,4644.65,199,44,93,6,8992,3954,365,23308.65,12841,12524,2060,278,563,12278,553,150,28,111,10,694959.58,58.89,9690.66
2025-11-01,4124.76,71330,2780,222.0,14283.2,3227,3505,249,16942.05,200,13639.72,186,63,4395.05,186,36,101,5,7383,3249,304,19842.5,1633,1602,431,74,1633,0,1602,431,74,128,15,680778.05,58.96,9426.58
2025-11-02,4242.35,77752,2879,206.1,13953.71,3343,3620,242,15798.1,195,12715.75,179,63,4387.57,179,38,92,6,8539,3785,336,22806.12,2276,2246,544,82,2276,0,2246,544,82,123,13,725429.63,59.04,8778.73
2025-11-03,4054.45,68195,2696,197.8,12799.28,3166,3460,226,15327.9,182,12430.79,169,57,3818.48,169,35,97,9,7445,3291,300,19734.0,14599,14243,2375,344,1526,13073,1497,369,59,102,11,730873.16,59.12,8637.2
2025-11-04,4344.13,70602,2777,214.0,14484.58,3368,3697,247,16634.7,199,13379.22,182,65,4550.06,182,35,96,5,8362,3638,356,23519.96,12487,12183,2087,305,1425,11062,1398,356,60,116,24,702621.32,59.2,9260.53
2025-11-05,3818.65,63881,2380,203.5,12890.06,2964,3230,226,14236.4,182,11557.98,168,58,3447.98,168,34,95,7,7219,3227,294,18919.76,2691,2638,641,107,2691,0,2638,641,107,117,14,737707.17,59.28,8182.39
2025-11-06,4142.26,72394,2759,225.4,14317.61,3238,3555,250,16891.26,201,13451.4,187,63,4300.6,187,44,97,8,8324,3679,343,23466.6,1694,1662,372,58,1694,0,1662,372,58,121,19,705662.89,59.36,9389.72
2025-11-07,4412.31,74701,2760,234.9,14745.21,3422,3745,267,17020.77,215,13688.28,197,70,4710.76,197,37,91,2,8272,3638,335,21656.71,13173,12849,2120,283,914,12259,896,197,32,117,20,722290.81,59.44,9318.81
2025-11-08,3993.26,70111,2589,209.6,13871.7,3139,3409,239,15827.58,193,12711.26,177,62,4134.24,177,30,89,3,7584,3327,318,21203.39,727,718,183,27,727,0,718,183,27,124,13,704226.07,59.51,8714.58
2025-11-09,4065.45,70979,2664,214.6,13481.33,3152,3481,242,15964.92,195,12961.95,181,61,4091.74,181,42,87,0,8297,3667,335,21879.99,2137,2097,510,84,2137,0,2097,510,84,116,14,711023.45,59.58,9024.06
2025-11-10,3911.16,65905,2510,206.3,12881.3,3058,3336,227,15572.96,183,12679.33,167,60,4039.81,167,36,89,8,7525,3257,302,19574.97,2184,2144,516,82,2184,0,2144,516,82,112,14,740917.01,59.66,8564.88
2025-11-11,4198.58,73268,2864,209.2,14460.83,3249,3561,243,16463.12,196,13169.15,179,64,4400.94,179,36,83,2,8812,3821,368,25275.73,2051,2011,524,92,2051,0,2011,524,92,112,20,715708.27,59.73,8927.18
2025-11-12,4086.61,70764,2749,203.8,13714.39,3217,3500,234,15762.79,189,12552.74,171,63,4272.1,171,42,92,4,7804,3451,316,21415.31,1771,1739,429,76,1771,0,1739,429,76,105,13,709790.15,59.8,8591.41
2025-11-13,4345.87,72319,2744,226.0,15164.09,3393,3703,262,17225.98,212,14038.1,193,69,4747.27,193,38,89,0,7813,3487,332,21752.62,1714,1681,430,75,1714,0,1681,430,75,124,16,701614.0,59.88,9463.75
2025-11-14,4215.99,68114,2798,205.4,13878.11,3299,3589,239,16522.63,193,13340.3,177,62,4378.88,177,32,104,4,8512,3731,344,22861.79,11973,11674,1792,256,0,11973,0,0,0,124,26,728640.52,59.95,8901.55
2025-11-15,3962.22,73343,2667,218.1,14514.81,3098,3390,249,16137.75,201,12926.42,182,67,4522.93,182,41,98,1,8103,3618,326,21712.94,11331,11050,1856,257,820,10511,802,193,31,123,11,728748.69,60.02,8623.63
2025-11-16,4450.74,78552,2981,234.5,15683.76,3457,3796,266,18196.38,215,14678.51,194,72,4946.8,194,36,98,3,8429,3678,339,23616.67,14084,13742,2370,333,1395,12689,1370,362,62,126,26,727396.22,60.09,9700.44
2025-11-17,4091.99,67802,2668,223.8,14943.48,3218,3517,251,16637.7,203,13292.17,184,67,4314.3,184,45,84,5,7878,3486,336,21267.44,11328,11055,1775,265,858,10470,847,191,29,115,14,729421.38,60.17,9521.3
2025-11-18,4192.02,71903,2716,216.8,14878.82,3281,3581,249,16315.85,201,13266.98,182,67,4452.51,182,38,97,7,8096,3567,328,22426.56,12534,12221,2000,266,0,12534,0,0,0,117,15,746356.99,60.24,8812.9
