date,segment,segmented,sends,delivered,opens,clicks
2025-10-26,All contacts (batch),False,13402,13067,2087,273
2025-10-26,VIP Loyalists,True,344,340,109,18
2025-10-27,All contacts (batch),False,11806,11511,1882,246
2025-10-27,VIP Loyalists,True,308,302,93,18
2025-10-28,Lapsed Customers,True,850,837,184,29
2025-10-29,First-Time Buyers,True,769,756,188,27
2025-10-29,Lapsed Customers,True,937,926,189,32
2025-10-29,New Leads,True,1493,1468,349,59
2025-10-30,All contacts (batch),False,12288,11981,1798,267
2025-10-31,All contacts (batch),False,12278,11971,1910,250
2025-10-31,Cart Abandoners,True,563,553,150,28
2025-11-01,Cart Abandoners,True,522,511,141,25
2025-11-01,First-Time Buyers,True,768,756,178,30
2025-11-01,VIP Loyalists,True,343,335,112,19
2025-11-02,Lapsed Customers,True,913,898,198,29
2025-11-02,New Leads,True,1363,1348,346,53
2025-11-03,All contacts (batch),False,13073,12746,2006,285
2025-11-03,Cart Abandoners,True,588,580,166,30
2025-11-03,Lapsed Customers,True,938,917,203,29
2025-11-04,All contacts (batch),False,11062,10785,1731,245
2025-11-04,Cart Abandoners,True,582,573,155,29
2025-11-04,First-Time Buyers,True,843,825,201,31
2025-11-05,Cart Abandoners,True,584,576,155,27
2025-11-05,Lapsed Customers,True,917,901,186,30
2025-11-05,New Leads,True,1190,1161,300,50
2025-11-06,First-Time Buyers,True,793,780,183,29
2025-11-06,Lapsed Customers,True,901,882,189,29
2025-11-07,All contacts (batch),False,12259,11953,1923,251
2025-11-07,Lapsed Customers,True,914,896,197,32
2025-11-08,First-Time Buyers,True,727,718,183,27
2025-11-09,First-Time Buyers,True,872,857,214,34
2025-11-09,Lapsed Customers,True,933,913,190,30
2025-11-09,VIP Loyalists,True,332,327,106,20
2025-11-10,Cart Abandoners,True,489,483,140,24
2025-11-10,First-Time Buyers,True,771,759,183,29
2025-11-10,Lapsed Customers,True,924,902,193,29
2025-11-11,Cart Abandoners,True,550,540,146,26
2025-11-11,New Leads,True,1501,1471,378,66
2025-11-12,Cart Abandoners,True,520,507,136,26
2025-11-12,Lapsed Customers,True,945,930,191,33
2025-11-12,VIP Loyalists,True,306,302,102,17
2025-11-13,Cart Abandoners,True,528,518,144,27
2025-11-13,Lapsed Customers,True,835,819,170,29
2025-11-13,VIP Loyalists,True,351,344,116,19
2025-11-14,All contacts (batch),False,11973,11674,1792,256
2025-11-15,All contacts (batch),False,10511,10248,1663,226
2025-11-15,First-Time Buyers,True,820,802,193,31
2025-11-16,All contacts (batch),False,12689,12372,2008,271
2025-11-16,Cart Abandoners,True,503,494,139,26
2025-11-16,First-Time Buyers,True,892,876,223,36
2025-11-17,All contacts (batch),False,10470,10208,1584,236
2025-11-17,Lapsed Customers,True,858,847,191,29
2025-11-18,All contacts (batch),False,12534,12221,2000,266
2025-11-19,Cart Abandoners,True,627,611,173,32
2025-11-20,All contacts (batch),False,11399,11114,1704,257
2025-11-20,Cart Abandoners,True,585,578,167,32
2025-11-20,First-Time Buyers,True,737,719,172,26
2025-11-20,New Leads,True,1390,1355,360,62
2025-11-20,VIP Loyalists,True,340,333,115,19
2025-11-21,All contacts (batch),False,10705,10437,1728,224
2025-11-21,Lapsed Customers,True,820,805,182,26
2025-11-22,Cart Abandoners,True,571,562,157,28
2025-11-22,Lapsed Customers,True,854,844,193,31
2025-11-22,VIP Loyalists,True,358,352,118,20
2025-11-23,Cart Abandoners,True,622,612,175,33
2025-11-23,VIP Loyalists,True,375,371,120,23
2025-11-24,Cart Abandoners,True,610,594,174,32
2025-11-25,Lapsed Customers,True,889,880,199,32
2025-11-25,New Leads,True,1456,1423,376,62
2025-11-26,New Leads,True,1513,1494,388,68
2025-11-27,All contacts (batch),False,10090,9838,1535,221
2025-11-27,Cart Abandoners,True,516,505,151,25
2025-11-27,First-Time Buyers,True,736,718,189,30
2025-11-28,Cart Abandoners,True,532,523,159,26
2025-11-29,First-Time Buyers,True,840,822,214,31
2025-11-30,First-Time Buyers,True,909,894,231,37
2025-12-01,Cart Abandoners,True,639,627,190,33
2025-12-01,First-Time Buyers,True,921,903,227,34
2025-12-01,VIP Loyalists,True,388,379,131,24
2025-12-02,First-Time Buyers,True,941,929,231,36
2025-12-02,Lapsed Customers,True,895,877,194,32
2025-12-02,VIP Loyalists,True,342,333,110,20
2025-12-03,All contacts (batch),False,10391,10131,1666,228
2025-12-03,First-Time Buyers,True,962,941,245,39
2025-12-03,Lapsed Customers,True,991,970,210,34
2025-12-03,VIP Loyalists,True,340,333,115,19
2025-12-04,First-Time Buyers,True,850,832,214,32
2025-12-04,Lapsed Customers,True,921,908,194,30
2025-12-04,New Leads,True,1348,1314,363,58
2025-12-05,All contacts (batch),False,9765,9521,1596,209
2025-12-05,Cart Abandoners,True,565,554,155,31
2025-12-06,First-Time Buyers,True,754,736,195,29
2025-12-07,All contacts (batch),False,9763,9519,1524,218
2025-12-07,Cart Abandoners,True,667,652,200,35
2025-12-08,All contacts (batch),False,11223,10942,1682,258
2025-12-08,First-Time Buyers,True,968,958,246,41
2025-12-09,All contacts (batch),False,10902,10629,1745,238
2025-12-09,Cart Abandoners,True,585,572,161,29
2025-12-09,First-Time Buyers,True,775,762,201,31
2025-12-09,Lapsed Customers,True,1040,1019,226,36
2025-12-09,New Leads,True,1477,1454,370,66
2025-12-09,VIP Loyalists,True,399,392,139,25
2025-12-10,Cart Abandoners,True,640,629,181,34
2025-12-10,First-Time Buyers,True,795,780,206,32
2025-12-10,VIP Loyalists,True,349,341,112,20
2025-12-11,First-Time Buyers,True,774,759,188,30
2025-12-11,Lapsed Customers,True,925,912,211,32
2025-12-12,Cart Abandoners,True,531,519,148,28
2025-12-12,Lapsed Customers,True,991,975,231,36
2025-12-12,VIP Loyalists,True,399,389,131,24
2025-12-13,Cart Abandoners,True,634,619,181,35
2025-12-13,First-Time Buyers,True,862,842,213,35
2025-12-14,All contacts (batch),False,9319,9086,1477,212
2025-12-14,Lapsed Customers,True,934,912,218,34
2025-12-15,All contacts (batch),False,9420,9184,1495,198
2025-12-15,New Leads,True,1512,1476,406,69
2025-12-16,First-Time Buyers,True,845,835,220,36
2025-12-16,Lapsed Customers,True,841,822,193,30
2025-12-16,New Leads,True,1620,1596,408,70
2025-12-17,All contacts (batch),False,9275,9043,1531,204
2025-12-17,First-Time Buyers,True,950,938,250,39
2025-12-17,Lapsed Customers,True,924,912,217,31
2025-12-18,Cart Abandoners,True,565,555,166,32
2025-12-18,New Leads,True,1387,1358,374,65
2025-12-19,Lapsed Customers,True,959,949,220,34
2025-12-19,New Leads,True,1561,1538,408,72
2025-12-19,VIP Loyalists,True,393,387,131,24
2025-12-20,Cart Abandoners,True,628,613,184,34
2025-12-20,Lapsed Customers,True,859,847,192,33
2025-12-20,New Leads,True,1536,1500,422,66
2025-12-21,Cart Abandoners,True,687,679,208,38
2025-12-21,First-Time Buyers,True,884,864,227,34
2025-12-21,VIP Loyalists,True,387,383,134,25
2025-12-22,VIP Loyalists,True,337,331,114,22
2025-12-23,All contacts (batch),False,10538,10275,1622,227
2025-12-23,Lapsed Customers,True,1049,1030,245,39
2025-12-23,VIP Loyalists,True,362,356,128,23
2025-12-24,Cart Abandoners,True,691,674,203,36
2025-12-24,First-Time Buyers,True,967,955,251,41
2025-12-24,Lapsed Customers,True,892,869,191,34
2025-12-24,VIP Loyalists,True,327,320,116,21
2025-12-25,All contacts (batch),False,9681,9439,1460,223
2025-12-25,Lapsed Customers,True,1055,1040,238,38
2025-12-25,New Leads,True,1497,1466,392,65
2025-12-26,First-Time Buyers,True,791,778,196,32
2025-12-26,Lapsed Customers,True,979,967,224,35
2025-12-27,New Leads,True,1620,1581,414,70
2025-12-27,VIP Loyalists,True,366,357,122,22
2025-12-28,All contacts (batch),False,8907,8684,1406,200
2025-12-28,Cart Abandoners,True,561,555,176,31
2025-12-28,First-Time Buyers,True,792,779,196,33
2025-12-28,Lapsed Customers,True,879,866,206,32
2025-12-29,All contacts (batch),False,9168,8939,1435,210
2025-12-29,Cart Abandoners,True,603,595,181,35
2025-12-29,New Leads,True,1405,1372,382,65
2025-12-30,Cart Abandoners,True,630,617,187,35
2025-12-30,First-Time Buyers,True,818,800,218,33
2025-12-31,All contacts (batch),False,9748,9504,1526,233
2025-12-31,Cart Abandoners,True,609,601,186,33
2025-12-31,First-Time Buyers,True,857,845,221,37
2025-12-31,Lapsed Customers,True,1138,1124,271,44
2025-12-31,VIP Loyalists,True,404,394,145,25
2026-01-01,Cart Abandoners,True,647,637,196,35
2026-01-01,First-Time Buyers,True,793,781,212,32
2026-01-02,Cart Abandoners,True,684,674,200,39
2026-01-02,First-Time Buyers,True,978,960,256,42
2026-01-02,VIP Loyalists,True,394,388,136,25
2026-01-03,Cart Abandoners,True,582,574,174,34
2026-01-03,New Leads,True,1436,1416,405,69
2026-01-03,VIP Loyalists,True,422,416,142,26
2026-01-04,First-Time Buyers,True,895,883,228,36
2026-01-06,All contacts (batch),False,9695,9453,1470,230
2026-01-06,First-Time Buyers,True,1042,1021,284,44
2026-01-06,VIP Loyalists,True,354,348,123,22
2026-01-07,All contacts (batch),False,9356,9122,1543,220
2026-01-07,Lapsed Customers,True,1120,1099,254,43
2026-01-08,Lapsed Customers,True,1040,1025,248,38
2026-01-09,Cart Abandoners,True,706,693,217,39
2026-01-09,First-Time Buyers,True,1000,983,272,40
2026-01-09,New Leads,True,1492,1461,412,68
2026-01-10,All contacts (batch),False,9018,8793,1467,207
2026-01-10,Lapsed Customers,True,946,931,227,35
2026-01-11,Cart Abandoners,True,644,632,199,38
2026-01-11,First-Time Buyers,True,1030,1011,264,42
2026-01-11,Lapsed Customers,True,1025,1002,250,37
2026-01-12,First-Time Buyers,True,966,944,261,40
2026-01-12,VIP Loyalists,True,372,368,137,25
2026-01-13,Cart Abandoners,True,645,637,199,35
2026-01-13,Lapsed Customers,True,1075,1061,261,40
2026-01-13,VIP Loyalists,True,423,415,143,28
2026-01-14,All contacts (batch),False,9068,8841,1480,197
2026-01-14,Cart Abandoners,True,739,725,223,40
2026-01-14,New Leads,True,1778,1744,486,84
2026-01-15,All contacts (batch),False,9480,9243,1447,218
2026-01-15,Cart Abandoners,True,723,709,231,39
2026-01-15,Lapsed Customers,True,994,975,232,39
2026-01-16,All contacts (batch),False,9089,8862,1428,214
2026-01-16,First-Time Buyers,True,856,840,217,36
2026-01-16,Lapsed Customers,True,1084,1060,250,42
2026-01-16,New Leads,True,1582,1549,417,76
2026-01-17,VIP Loyalists,True,390,383,139,25
2026-01-18,First-Time Buyers,True,939,925,249,39
2026-01-18,Lapsed Customers,True,1186,1158,273,44
2026-01-18,New Leads,True,1432,1397,410,66
2026-01-19,All contacts (batch),False,9257,9026,1415,206
2026-01-19,Lapsed Customers,True,1088,1077,261,44
2026-01-19,VIP Loyalists,True,358,352,134,23
2026-01-20,First-Time Buyers,True,960,939,265,40
2026-01-20,Lapsed Customers,True,1167,1155,285,43
2026-01-21,First-Time Buyers,True,1075,1055,276,48
2026-01-22,Lapsed Customers,True,1159,1144,270,45
2026-01-22,VIP Loyalists,True,430,425,161,27
2026-01-23,Lapsed Customers,True,1097,1082,275,41
2026-01-23,New Leads,True,1767,1740,478,84
2026-01-23,VIP Loyalists,True,350,342,124,23
2026-01-24,First-Time Buyers,True,1031,1007,268,43
2026-01-24,VIP Loyalists,True,435,424,152,28
2026-01-25,VIP Loyalists,True,358,349,128,24
2026-01-26,Cart Abandoners,True,621,610,188,38
2026-01-26,First-Time Buyers,True,1048,1025,283,47
2026-01-27,Cart Abandoners,True,667,656,208,39
2026-01-27,VIP Loyalists,True,355,349,125,24
2026-01-28,All contacts (batch),False,7662,7470,1191,177
2026-01-28,Cart Abandoners,True,639,624,197,37
2026-01-28,First-Time Buyers,True,998,979,262,42
2026-01-29,Cart Abandoners,True,661,647,209,40
2026-01-29,New Leads,True,1722,1703,470,87
2026-01-29,VIP Loyalists,True,372,365,139,24
2026-01-30,All contacts (batch),False,7747,7553,1314,174
2026-01-30,Lapsed Customers,True,1071,1055,261,43
2026-01-30,New Leads,True,1813,1777,488,90
2026-01-31,Lapsed Customers,True,1177,1151,283,45
2026-01-31,New Leads,True,1546,1516,420,75
2026-01-31,VIP Loyalists,True,370,361,140,26
2026-02-01,First-Time Buyers,True,1039,1018,282,47
2026-02-02,Cart Abandoners,True,686,678,217,38
2026-02-02,New Leads,True,1855,1815,521,93
2026-02-02,VIP Loyalists,True,368,361,132,26
2026-02-03,Lapsed Customers,True,1222,1204,300,48
2026-02-03,VIP Loyalists,True,378,373,138,26
2026-02-04,Cart Abandoners,True,648,633,200,40
2026-02-04,Lapsed Customers,True,966,949,224,40
2026-02-04,VIP Loyalists,True,370,362,141,26
2026-02-05,Cart Abandoners,True,761,751,237,43
2026-02-05,New Leads,True,1831,1796,498,89
2026-02-06,Lapsed Customers,True,954,940,227,39
2026-02-07,Lapsed Customers,True,1061,1049,271,43
2026-02-07,VIP Loyalists,True,353,346,135,24
2026-02-08,Cart Abandoners,True,690,683,220,42
2026-02-08,First-Time Buyers,True,911,895,258,39
2026-02-08,Lapsed Customers,True,1185,1157,295,44
2026-02-10,Lapsed Customers,True,1231,1202,297,47
2026-02-11,All contacts (batch),False,8281,8074,1413,185
2026-02-11,New Leads,True,1769,1733,488,85
2026-02-13,Lapsed Customers,True,1222,1201,289,51
2026-02-13,VIP Loyalists,True,462,456,165,32
2026-02-14,Lapsed Customers,True,1238,1209,300,51
2026-02-14,New Leads,True,1729,1696,508,90
2026-02-14,VIP Loyalists,True,449,442,164,33
2026-02-15,Cart Abandoners,True,715,700,231,44
2026-02-15,New Leads,True,1704,1686,508,84
2026-02-15,VIP Loyalists,True,456,448,168,32
2026-02-18,First-Time Buyers,True,1009,983,285,43
2026-02-18,Lapsed Customers,True,1216,1197,315,51
2026-02-18,VIP Loyalists,True,371,363,143,27
2026-02-19,Lapsed Customers,True,1129,1104,286,44
2026-02-20,VIP Loyalists,True,453,442,166,30
2026-02-21,Cart Abandoners,True,621,614,201,38
2026-02-21,New Leads,True,1524,1486,454,76
2026-02-22,First-Time Buyers,True,1148,1133,313,50
2026-02-23,First-Time Buyers,True,924,909,254,44
2026-02-23,Lapsed Customers,True,1013,998,262,42
2026-02-23,New Leads,True,1810,1775,524,89
2026-02-24,Lapsed Customers,True,1096,1078,277,46
2026-02-24,VIP Loyalists,True,418,407,151,27
2026-02-25,Lapsed Customers,True,1014,1003,266,39
2026-02-25,VIP Loyalists,True,389,381,153,26
2026-02-26,New Leads,True,1679,1657,513,85
2026-02-27,Cart Abandoners,True,658,651,218,42
2026-02-27,Lapsed Customers,True,1194,1171,307,52
2026-02-28,Cart Abandoners,True,734,717,235,46
2026-02-28,First-Time Buyers,True,1127,1109,328,50
2026-02-28,Lapsed Customers,True,1076,1055,284,41
2026-03-01,New Leads,True,1912,1873,564,98
2026-03-02,Cart Abandoners,True,806,787,270,51
2026-03-02,First-Time Buyers,True,1169,1150,320,51
2026-03-02,Lapsed Customers,True,1236,1208,298,51
2026-03-03,Cart Abandoners,True,784,771,270,51
2026-03-04,All contacts (batch),False,6976,6802,1117,164
2026-03-05,Cart Abandoners,True,704,691,225,46
2026-03-05,First-Time Buyers,True,1149,1137,327,51
2026-03-05,Lapsed Customers,True,1104,1080,267,46
2026-03-05,VIP Loyalists,True,429,422,156,29
2026-03-06,All contacts (batch),False,6248,6092,1013,143
2026-03-06,Cart Abandoners,True,663,650,216,41
2026-03-06,First-Time Buyers,True,1094,1075,325,50
2026-03-06,VIP Loyalists,True,375,367,141,27
2026-03-08,Lapsed Customers,True,1074,1047,263,42
2026-03-09,Lapsed Customers,True,1155,1133,280,51
2026-03-10,Lapsed Customers,True,1251,1227,316,51
2026-03-11,All contacts (batch),False,6317,6159,1016,155
2026-03-11,New Leads,True,1666,1641,516,90
2026-03-12,All contacts (batch),False,6454,6293,1111,162
2026-03-12,Lapsed Customers,True,1118,1095,295,46
2026-03-12,New Leads,True,1697,1674,522,90
2026-03-13,First-Time Buyers,True,1060,1041,290,48
2026-03-13,Lapsed Customers,True,1169,1140,291,51
2026-03-14,Cart Abandoners,True,700,689,222,44
2026-03-14,New Leads,True,1908,1873,575,99
2026-03-14,VIP Loyalists,True,411,405,164,31
2026-03-15,VIP Loyalists,True,484,472,182,34
2026-03-16,First-Time Buyers,True,1104,1079,328,50
2026-03-17,Cart Abandoners,True,832,816,280,51
2026-03-18,All contacts (batch),False,6355,6196,1049,147
2026-03-18,Cart Abandoners,True,709,692,240,42
2026-03-18,Lapsed Customers,True,1057,1036,270,46
2026-03-19,VIP Loyalists,True,414,407,167,30
2026-03-20,Cart Abandoners,True,854,832,281,52
2026-03-20,First-Time Buyers,True,1024,999,291,48
2026-03-21,Lapsed Customers,True,1297,1280,326,57
2026-03-21,New Leads,True,1837,1807,556,100
2026-03-21,VIP Loyalists,True,487,475,195,35
2026-03-22,All contacts (batch),False,5305,5172,928,131
2026-03-22,New Leads,True,1826,1799,562,103
2026-03-22,VIP Loyalists,True,498,487,188,35
2026-03-23,New Leads,True,2044,2023,626,111
2026-03-24,VIP Loyalists,True,420,414,171,30
2026-03-25,Cart Abandoners,True,662,648,225,42
2026-03-25,VIP Loyalists,True,436,426,170,33
2026-03-26,Cart Abandoners,True,795,784,282,52
2026-03-26,Lapsed Customers,True,1086,1063,276,49
2026-03-27,New Leads,True,1754,1724,546,91
2026-03-27,VIP Loyalists,True,402,393,152,28
2026-03-28,First-Time Buyers,True,1230,1212,363,58
2026-03-28,New Leads,True,2062,2029,634,118
2026-03-29,Cart Abandoners,True,813,793,267,51
2026-03-29,New Leads,True,1921,1873,587,99
2026-03-29,VIP Loyalists,True,491,486,187,38
2026-03-30,New Leads,True,1885,1863,600,102
2026-03-30,VIP Loyalists,True,481,476,187,35
2026-03-31,First-Time Buyers,True,1025,1008,291,52
2026-03-31,VIP Loyalists,True,434,429,171,31
2026-04-01,Cart Abandoners,True,677,665,241,44
2026-04-01,Lapsed Customers,True,1237,1208,333,52
2026-04-02,VIP Loyalists,True,483,473,183,35
2026-04-03,First-Time Buyers,True,1073,1052,303,53
2026-04-03,Lapsed Customers,True,1355,1330,350,59
2026-04-04,Lapsed Customers,True,1058,1033,292,45
2026-04-04,New Leads,True,1758,1725,511,97
2026-04-06,Cart Abandoners,True,802,792,275,56
2026-04-06,First-Time Buyers,True,954,941,288,46
2026-04-06,New Leads,True,2032,1991,604,113
2026-04-08,New Leads,True,2137,2095,671,121
2026-04-08,VIP Loyalists,True,411,403,162,32
2026-04-09,Lapsed Customers,True,1335,1317,348,61
2026-04-10,Cart Abandoners,True,872,858,308,58
2026-04-10,New Leads,True,1976,1933,578,113
2026-04-11,Lapsed Customers,True,1079,1051,283,49
2026-04-12,Cart Abandoners,True,837,815,289,58
2026-04-12,New Leads,True,1806,1771,562,96
2026-04-13,Cart Abandoners,True,851,841,293,56
2026-04-13,VIP Loyalists,True,440,434,184,35
2026-04-14,Cart Abandoners,True,704,693,240,46
2026-04-14,VIP Loyalists,True,420,411,167,31
2026-04-15,New Leads,True,1780,1752,525,103
2026-04-16,All contacts (batch),False,4763,4644,844,126
2026-04-16,First-Time Buyers,True,1249,1224,386,63
2026-04-16,Lapsed Customers,True,1344,1316,357,62
2026-04-16,VIP Loyalists,True,421,412,176,33
2026-04-17,Lapsed Customers,True,1110,1097,299,47
2026-04-17,New Leads,True,1674,1642,538,94
2026-04-17,VIP Loyalists,True,443,436,174,35
2026-04-19,Cart Abandoners,True,832,814,294,53
2026-04-20,Cart Abandoners,True,720,711,241,49
2026-04-20,Lapsed Customers,True,1147,1127,318,52
2026-04-20,New Leads,True,2026,1992,623,111
2026-04-20,VIP Loyalists,True,472,462,195,35
2026-04-21,All contacts (batch),False,4780,4660,837,121
2026-04-21,Lapsed Customers,True,1273,1254,338,57
2026-04-21,New Leads,True,2136,2108,672,117
2026-04-21,VIP Loyalists,True,466,458,181,36
2026-04-22,Lapsed Customers,True,1261,1234,325,58
2026-04-24,Cart Abandoners,True,821,811,291,53
2026-04-24,VIP Loyalists,True,478,469,195,39
2026-04-25,New Leads,True,1981,1943,644,107
2026-04-25,VIP Loyalists,True,427,417,168,35
2026-04-26,Cart Abandoners,True,861,848,307,58
2026-04-26,First-Time Buyers,True,1242,1220,393,60
2026-04-27,Cart Abandoners,True,879,862,308,62
2026-04-27,First-Time Buyers,True,1219,1198,378,63
2026-04-27,New Leads,True,1922,1879,612,103
2026-04-27,VIP Loyalists,True,488,481,202,39
2026-04-28,Cart Abandoners,True,845,823,286,55
2026-04-28,Lapsed Customers,True,1144,1122,312,51
2026-04-28,New Leads,True,2124,2080,687,115
2026-04-28,VIP Loyalists,True,477,466,199,37
2026-04-29,All contacts (batch),False,4111,4008,683,109
2026-04-29,Cart Abandoners,True,891,878,301,58
2026-04-29,Lapsed Customers,True,1234,1206,347,58
