Cart ID,Associated Contact ID,Cart Created Date,Cart Value,Recovered,Recovery Date
908433,261923,2025-07-14,91.90,No,
908434,214104,2025-07-14,56.85,Yes,2025-07-16
908435,252164,2025-07-14,87.63,No,
908436,306984,2025-07-14,43.84,No,
908437,228777,2025-07-14,67.38,No,
908438,346701,2025-07-14,65.95,No,
908439,341337,2025-07-14,39.09,No,
908440,343371,2025-07-14,88.31,No,
908441,372225,2025-07-14,83.44,No,
908442,295998,2025-07-14,80.69,No,
908443,321108,2025-07-14,57.37,No,
908444,324391,2025-07-14,73.46,No,
908445,275739,2025-07-14,47.97,No,
908446,339559,2025-07-14,86.49,No,
908447,283342,2025-07-14,80.49,No,
908448,219742,2025-07-14,95.75,Yes,2025-07-14
908449,359631,2025-07-14,78.84,No,
908450,296275,2025-07-14,96.33,No,
908451,299179,2025-07-14,101.93,No,
908452,274047,2025-07-14,71.07,No,
908453,216583,2025-07-14,96.05,No,
908454,202244,2025-07-14,74.56,No,
908455,358799,2025-07-14,55.94,No,
908456,273775,2025-07-14,79.49,No,
908457,374376,2025-07-14,92.56,No,
908458,210453,2025-07-14,53.44,No,
908459,375641,2025-07-14,89.99,No,
908460,291318,2025-07-14,96.84,No,
908461,359992,2025-07-14,94.91,No,
908462,363063,2025-07-14,20.00,No,
908463,201428,2025-07-14,48.31,No,
908464,256809,2025-07-14,89.81,No,
908465,291040,2025-07-14,118.31,No,
908466,236030,2025-07-14,59.68,No,
908467,321042,2025-07-14,46.02,No,
908468,268535,2025-07-14,125.34,No,
908469,345376,2025-07-14,83.42,No,
908470,207766,2025-07-14,59.11,Yes,2025-07-14
908471,301251,2025-07-14,86.63,No,
908472,366656,2025-07-14,59.24,Yes,2025-07-14
908473,365320,2025-07-14,85.10,No,
908474,306193,2025-07-14,77.95,No,
908475,210554,2025-07-14,82.27,No,
908476,270119,2025-07-14,73.22,No,
908477,285145,2025-07-14,107.89,No,
908478,306569,2025-07-14,62.71,Yes,2025-07-17
908479,278529,2025-07-14,59.70,No,
908480,211058,2025-07-14,110.57,No,
908481,279183,2025-07-14,73.11,No,
908482,207317,2025-07-14,118.43,Yes,2025-07-17
908483,236584,2025-07-14,68.79,No,
908484,249814,2025-07-14,60.69,No,
908485,320802,2025-07-14,59.97,No,
908486,296570,2025-07-14,93.57,No,
908487,274850,2025-07-14,96.33,No,
908488,255589,2025-07-14,103.61,No,
908489,256907,2025-07-15,123.43,No,
908490,266466,2025-07-15,62.21,No,
908491,235502,2025-07-15,62.42,No,
908492,218612,2025-07-15,74.51,No,
908493,373828,2025-07-15,89.03,No,
908494,361474,2025-07-15,85.73,No,
908495,368663,2025-07-15,51.62,No,
908496,291899,2025-07-15,81.75,No,
908497,290394,2025-07-15,92.65,No,
908498,341199,2025-07-15,80.13,No,
908499,352251,2025-07-15,86.57,Yes,2025-07-16
908500,313105,2025-07-15,123.80,No,
908501,376020,2025-07-15,65.99,No,
908502,258662,2025-07-15,101.86,No,
908503,224372,2025-07-15,94.35,No,
908504,312379,2025-07-15,89.61,No,
908505,311945,2025-07-15,51.69,Yes,2025-07-17
908506,213077,2025-07-15,120.17,No,
908507,286756,2025-07-15,33.60,No,
908508,226713,2025-07-15,95.13,No,
908509,288486,2025-07-15,129.21,No,
908510,299255,2025-07-15,48.31,No,
908511,324066,2025-07-15,53.75,No,
908512,355005,2025-07-15,86.38,No,
908513,370129,2025-07-15,42.69,No,
908514,221076,2025-07-15,117.60,No,
908515,352185,2025-07-15,93.57,No,
908516,335653,2025-07-15,50.64,No,
908517,338094,2025-07-15,105.70,No,
908518,308877,2025-07-15,20.00,No,
908519,317364,2025-07-15,91.15,No,
908520,336242,2025-07-15,86.49,No,
908521,204992,2025-07-15,88.30,No,
908522,223520,2025-07-15,103.51,Yes,2025-07-17
908523,216839,2025-07-15,76.56,No,
908524,214730,2025-07-15,84.37,No,
908525,279588,2025-07-15,68.21,No,
908526,207761,2025-07-15,78.02,No,
908527,222046,2025-07-15,65.44,No,
908528,262481,2025-07-15,110.36,Yes,2025-07-17
908529,288613,2025-07-15,106.89,No,
908530,213291,2025-07-15,64.94,No,
908531,357643,2025-07-15,74.10,No,
908532,258888,2025-07-15,126.92,No,
908533,355980,2025-07-15,47.05,No,
908534,322928,2025-07-15,112.98,No,
908535,261260,2025-07-15,53.02,No,
908536,235202,2025-07-15,76.91,No,
908537,365183,2025-07-15,105.90,No,
908538,245334,2025-07-15,51.04,No,
908539,255090,2025-07-15,78.92,No,
908540,249365,2025-07-15,99.24,No,
908541,339518,2025-07-15,101.31,No,
908542,254931,2025-07-15,25.19,No,
908543,349860,2025-07-15,109.03,No,
908544,347168,2025-07-15,87.41,No,
908545,271570,2025-07-15,75.29,No,
908546,342676,2025-07-15,75.97,No,
908547,211590,2025-07-15,57.89,No,
908548,338133,2025-07-15,44.49,No,
908549,354327,2025-07-15,88.30,No,
908550,356709,2025-07-15,58.90,No,
908551,234684,2025-07-15,76.18,No,
908552,235039,2025-07-15,79.18,No,
908553,268967,2025-07-15,74.91,No,
908554,258723,2025-07-15,74.37,No,
908555,378432,2025-07-15,104.75,Yes,2025-07-15
908556,244889,2025-07-15,114.23,No,
908557,212314,2025-07-15,76.02,No,
908558,322080,2025-07-15,124.38,No,
908559,237270,2025-07-15,73.86,Yes,2025-07-17
908560,291722,2025-07-15,127.91,No,
908561,232888,2025-07-15,44.31,No,
908562,275944,2025-07-15,74.12,No,
908563,306481,2025-07-15,115.76,Yes,2025-07-17
908564,330319,2025-07-15,116.65,No,
908565,244411,2025-07-15,76.53,No,
908566,245924,2025-07-15,66.90,No,
908567,210267,2025-07-15,135.71,No,
908568,327065,2025-07-15,50.82,No,
908569,254476,2025-07-15,54.25,No,
908570,366549,2025-07-15,77.32,Yes,2025-07-18
908571,332977,2025-07-15,76.88,No,
908572,323175,2025-07-15,60.84,No,
908573,308010,2025-07-15,75.32,No,
908574,368383,2025-07-15,68.49,No,
908575,258657,2025-07-15,64.57,No,
908576,374530,2025-07-16,140.68,No,
908577,351745,2025-07-16,77.60,No,
908578,209583,2025-07-16,78.28,No,
908579,309034,2025-07-16,94.01,Yes,2025-07-18
908580,325892,2025-07-16,56.52,No,
908581,269783,2025-07-16,27.30,No,
908582,276593,2025-07-16,90.58,No,
908583,259235,2025-07-16,36.07,No,
908584,364660,2025-07-16,64.70,No,
908585,310723,2025-07-16,77.16,No,
908586,241536,2025-07-16,70.93,No,
908587,285087,2025-07-16,47.42,No,
908588,329926,2025-07-16,56.02,No,
908589,325711,2025-07-16,98.14,Yes,2025-07-18
908590,368430,2025-07-16,72.60,No,
908591,208771,2025-07-16,83.64,Yes,2025-07-16
908592,240748,2025-07-16,92.51,No,
908593,263564,2025-07-16,49.86,No,
908594,216957,2025-07-16,121.67,No,
908595,229282,2025-07-16,64.52,Yes,2025-07-19
908596,343910,2025-07-16,70.01,No,
908597,227622,2025-07-16,64.32,No,
908598,342821,2025-07-16,69.43,No,
908599,273642,2025-07-16,78.66,No,
908600,378573,2025-07-16,72.43,No,
908601,342937,2025-07-16,55.14,No,
908602,266674,2025-07-16,25.29,Yes,2025-07-18
908603,294673,2025-07-16,52.23,No,
908604,237048,2025-07-16,90.63,No,
908605,275060,2025-07-16,45.86,No,
908606,325805,2025-07-16,54.13,No,
908607,306151,2025-07-16,92.84,No,
908608,305933,2025-07-16,90.34,No,
908609,294483,2025-07-16,38.61,No,
908610,254715,2025-07-16,88.76,No,
908611,259460,2025-07-16,76.09,No,
908612,277464,2025-07-16,112.30,No,
908613,361746,2025-07-16,53.77,Yes,2025-07-16
908614,353472,2025-07-16,82.65,No,
908615,271529,2025-07-16,75.18,No,
908616,231813,2025-07-16,39.11,No,
908617,313812,2025-07-16,140.95,No,
908618,306436,2025-07-16,70.75,No,
908619,368435,2025-07-16,46.19,No,
908620,214015,2025-07-16,47.77,No,
908621,222950,2025-07-16,83.65,No,
908622,234375,2025-07-16,112.61,No,
908623,344110,2025-07-16,54.60,Yes,2025-07-19
908624,320364,2025-07-16,92.49,No,
908625,262479,2025-07-16,87.08,No,
908626,362428,2025-07-16,103.94,No,
908627,357195,2025-07-16,82.60,No,
908628,368698,2025-07-16,74.59,No,
908629,372139,2025-07-16,66.01,No,
908630,221278,2025-07-16,28.57,No,
908631,255494,2025-07-16,56.73,No,
908632,250432,2025-07-16,94.49,No,
908633,280236,2025-07-16,92.58,No,
908634,206150,2025-07-16,88.94,Yes,2025-07-17
908635,350240,2025-07-16,111.76,No,
908636,304933,2025-07-16,101.91,No,
908637,239174,2025-07-16,105.22,No,
908638,291207,2025-07-16,47.12,No,
908639,269571,2025-07-16,45.25,No,
908640,339020,2025-07-16,124.42,No,
908641,316781,2025-07-16,58.55,No,
908642,315731,2025-07-16,70.08,No,
908643,260029,2025-07-16,59.08,No,
908644,342480,2025-07-16,60.30,No,
908645,228659,2025-07-16,56.91,No,
908646,294922,2025-07-16,83.99,No,
908647,202441,2025-07-16,72.21,No,
908648,239487,2025-07-16,28.06,No,
908649,237857,2025-07-16,103.17,No,
908650,264595,2025-07-16,73.62,No,
908651,203657,2025-07-16,78.17,No,
908652,272283,2025-07-16,61.67,No,
908653,224495,2025-07-16,79.19,No,
908654,327984,2025-07-16,101.42,No,
908655,314781,2025-07-16,28.09,No,
908656,367166,2025-07-16,84.64,Yes,2025-07-19
908657,256573,2025-07-16,69.64,No,
908658,200767,2025-07-16,61.38,No,
908659,367950,2025-07-16,82.27,No,
908660,253311,2025-07-16,65.27,No,
908661,201819,2025-07-16,43.67,Yes,2025-07-17
908662,201420,2025-07-16,54.08,No,
908663,324459,2025-07-16,67.61,Yes,2025-07-19
908664,239490,2025-07-16,78.07,No,
908665,234967,2025-07-16,64.34,No,
908666,340487,2025-07-17,78.94,No,
908667,312435,2025-07-17,41.82,No,
908668,297863,2025-07-17,63.46,No,
908669,225478,2025-07-17,71.17,No,
908670,286004,2025-07-17,98.36,Yes,2025-07-20
908671,347076,2025-07-17,50.79,No,
908672,365665,2025-07-17,64.61,No,
908673,341992,2025-07-17,107.49,No,
908674,336269,2025-07-17,46.73,No,
908675,267117,2025-07-17,94.39,No,
908676,241271,2025-07-17,29.40,No,
908677,337152,2025-07-17,100.01,No,
908678,246369,2025-07-17,43.62,Yes,2025-07-20
908679,248076,2025-07-17,66.18,No,
908680,280284,2025-07-17,97.57,No,
908681,349228,2025-07-17,81.27,No,
908682,284422,2025-07-17,110.50,No,
908683,345797,2025-07-17,66.58,No,
908684,265499,2025-07-17,50.07,No,
908685,348261,2025-07-17,20.00,No,
908686,217673,2025-07-17,94.64,No,
908687,372928,2025-07-17,71.93,No,
908688,270124,2025-07-17,99.58,No,
908689,335104,2025-07-17,40.04,No,
908690,284042,2025-07-17,99.59,No,
908691,316276,2025-07-17,113.80,No,
908692,321563,2025-07-17,79.77,No,
908693,377065,2025-07-17,49.14,No,
908694,363600,2025-07-17,88.75,No,
908695,327875,2025-07-17,85.94,No,
908696,207139,2025-07-17,62.04,No,
908697,248486,2025-07-17,125.10,No,
908698,231943,2025-07-17,91.15,No,
908699,349330,2025-07-17,43.23,No,
908700,332173,2025-07-17,75.67,No,
908701,260255,2025-07-17,95.20,Yes,2025-07-18
908702,318513,2025-07-17,61.05,Yes,2025-07-19
908703,338352,2025-07-17,106.77,No,
908704,246888,2025-07-17,75.02,No,
908705,230993,2025-07-17,28.99,No,
908706,291947,2025-07-17,91.25,No,
908707,205149,2025-07-17,79.37,No,
908708,346549,2025-07-17,100.90,No,
908709,326380,2025-07-17,97.31,No,
908710,280994,2025-07-17,98.00,No,
908711,229832,2025-07-17,42.91,No,
908712,306692,2025-07-17,55.15,No,
908713,351185,2025-07-17,91.21,No,
908714,287583,2025-07-17,121.10,No,
908715,208695,2025-07-17,82.50,No,
908716,298765,2025-07-17,49.50,No,
908717,226933,2025-07-17,89.05,No,
908718,256798,2025-07-17,52.15,No,
908719,209925,2025-07-17,118.03,No,
908720,288943,2025-07-17,91.89,No,
908721,362009,2025-07-17,40.31,No,
908722,243763,2025-07-17,106.84,No,
908723,213402,2025-07-17,64.62,No,
908724,200584,2025-07-17,85.18,No,
908725,232838,2025-07-17,38.78,No,
908726,267697,2025-07-17,89.77,No,
908727,304556,2025-07-17,44.54,No,
908728,322298,2025-07-17,80.81,No,
908729,334864,2025-07-17,53.95,No,
908730,257102,2025-07-17,104.98,No,
908731,204720,2025-07-17,42.07,No,
908732,351404,2025-07-17,20.00,No,
908733,334218,2025-07-17,80.42,No,
908734,312479,2025-07-17,85.47,No,
908735,250541,2025-07-17,91.75,No,
908736,249689,2025-07-17,35.68,No,
908737,336580,2025-07-17,61.51,Yes,2025-07-17
908738,319414,2025-07-17,62.20,No,
908739,280406,2025-07-17,61.13,No,
908740,247828,2025-07-17,96.48,No,
908741,203539,2025-07-17,77.32,No,
908742,335806,2025-07-17,90.77,No,
908743,226248,2025-07-17,69.80,No,
908744,298091,2025-07-17,85.27,No,
908745,279622,2025-07-17,59.56,Yes,2025-07-19
908746,372666,2025-07-17,93.50,No,
908747,231424,2025-07-17,45.33,No,
908748,245790,2025-07-17,87.13,Yes,2025-07-20
908749,261719,2025-07-17,48.61,No,
908750,266705,2025-07-17,81.99,No,
908751,300822,2025-07-17,130.97,No,
908752,223751,2025-07-17,124.70,No,
908753,213553,2025-07-17,103.68,Yes,2025-07-19
908754,333307,2025-07-17,47.71,No,
908755,296124,2025-07-17,126.26,No,
908756,240930,2025-07-17,120.07,Yes,2025-07-18
908757,357695,2025-07-17,71.08,Yes,2025-07-17
908758,340419,2025-07-17,107.72,No,
908759,214165,2025-07-17,73.31,No,
908760,329321,2025-07-17,58.08,No,
908761,293891,2025-07-17,117.78,No,
908762,297602,2025-07-17,70.57,No,
908763,333347,2025-07-18,110.76,No,
908764,273469,2025-07-18,90.21,No,
908765,367611,2025-07-18,125.07,Yes,2025-07-21
908766,367764,2025-07-18,84.68,No,
908767,242078,2025-07-18,109.25,No,
908768,303437,2025-07-18,72.46,No,
908769,245958,2025-07-18,72.09,No,
908770,206446,2025-07-18,76.35,No,
908771,345460,2025-07-18,84.72,No,
908772,373145,2025-07-18,87.30,No,
908773,375754,2025-07-18,94.99,No,
908774,343192,2025-07-18,59.51,No,
908775,244272,2025-07-18,124.04,No,
908776,362924,2025-07-18,65.71,No,
908777,346676,2025-07-18,87.53,No,
908778,226617,2025-07-18,44.02,No,
908779,278619,2025-07-18,58.55,Yes,2025-07-19
908780,216954,2025-07-18,79.52,Yes,2025-07-20
908781,323046,2025-07-18,95.49,No,
908782,376842,2025-07-18,92.85,No,
908783,342298,2025-07-18,47.40,No,
908784,263168,2025-07-18,71.11,No,
908785,260322,2025-07-18,83.79,No,
908786,304993,2025-07-18,76.08,No,
908787,284678,2025-07-18,61.59,No,
908788,328898,2025-07-18,53.27,No,
908789,234922,2025-07-18,70.93,Yes,2025-07-21
908790,278570,2025-07-18,93.57,No,
908791,272296,2025-07-18,99.21,No,
908792,338692,2025-07-18,75.74,No,
908793,376956,2025-07-18,82.13,No,
908794,297694,2025-07-18,54.48,No,
908795,244996,2025-07-18,66.01,No,
908796,308940,2025-07-18,106.91,No,
908797,235693,2025-07-18,97.16,No,
908798,304491,2025-07-18,93.27,No,
908799,341189,2025-07-18,60.45,Yes,2025-07-20
908800,294423,2025-07-18,90.57,No,
908801,348472,2025-07-18,91.27,No,
908802,345216,2025-07-18,96.47,No,
908803,316457,2025-07-18,87.10,No,
908804,363409,2025-07-18,72.15,No,
908805,309137,2025-07-18,36.99,No,
908806,344569,2025-07-18,90.75,No,
908807,285368,2025-07-18,97.19,No,
908808,334777,2025-07-18,106.14,No,
908809,283639,2025-07-18,41.43,No,
908810,267168,2025-07-18,79.45,No,
908811,361672,2025-07-18,88.60,No,
908812,217511,2025-07-18,69.13,No,
908813,234373,2025-07-18,96.28,No,
908814,257829,2025-07-18,81.78,No,
908815,258368,2025-07-18,88.07,No,
908816,216231,2025-07-18,118.56,No,
908817,366061,2025-07-18,87.34,No,
908818,244629,2025-07-18,23.38,No,
908819,283883,2025-07-18,78.71,No,
908820,209494,2025-07-18,129.75,No,
908821,217892,2025-07-18,92.33,No,
908822,206935,2025-07-18,43.50,No,
908823,357534,2025-07-18,87.68,No,
908824,266530,2025-07-18,76.97,No,
908825,338345,2025-07-18,46.93,No,
908826,269882,2025-07-18,40.43,No,
908827,320957,2025-07-18,97.73,No,
908828,335069,2025-07-18,97.49,No,
908829,358761,2025-07-18,62.95,No,
908830,320477,2025-07-18,59.25,Yes,2025-07-20
908831,207055,2025-07-18,95.29,No,
908832,364023,2025-07-18,69.57,No,
908833,353293,2025-07-18,89.44,No,
908834,292793,2025-07-18,45.65,No,
908835,321396,2025-07-18,108.08,No,
908836,356047,2025-07-18,30.64,No,
908837,277069,2025-07-18,80.78,No,
908838,273333,2025-07-18,55.24,No,
908839,372647,2025-07-18,45.54,Yes,2025-07-18
908840,235124,2025-07-18,90.34,Yes,2025-07-19
908841,219284,2025-07-18,60.95,No,
908842,372416,2025-07-18,52.45,No,
908843,220566,2025-07-18,56.11,No,
908844,358100,2025-07-18,100.53,No,
908845,318057,2025-07-18,109.50,No,
908846,208059,2025-07-18,58.04,No,
908847,234486,2025-07-18,80.13,Yes,2025-07-21
908848,358952,2025-07-18,102.65,Yes,2025-07-18
908849,316302,2025-07-18,93.82,No,
908850,321091,2025-07-18,100.28,No,
908851,343112,2025-07-18,76.40,Yes,2025-07-18
908852,306685,2025-07-18,74.46,Yes,2025-07-19
908853,371825,2025-07-18,111.52,No,
908854,263492,2025-07-18,54.12,No,
908855,364242,2025-07-18,80.98,No,
908856,217408,2025-07-18,78.44,Yes,2025-07-18
908857,203185,2025-07-18,90.28,Yes,2025-07-21
908858,316877,2025-07-18,20.00,No,
908859,365193,2025-07-18,69.26,No,
908860,319595,2025-07-18,88.80,No,
908861,363205,2025-07-19,82.13,No,
908862,314909,2025-07-19,50.80,No,
908863,295269,2025-07-19,76.26,No,
908864,290489,2025-07-19,46.17,No,
908865,274062,2025-07-19,84.39,No,
908866,218609,2025-07-19,56.73,No,
908867,276832,2025-07-19,117.38,No,
908868,200623,2025-07-19,51.89,No,
908869,345534,2025-07-19,53.01,No,
908870,271816,2025-07-19,108.34,No,
908871,280490,2025-07-19,74.77,No,
908872,378253,2025-07-19,65.60,No,
908873,314678,2025-07-19,68.44,No,
908874,318766,2025-07-19,68.08,No,
908875,296173,2025-07-19,46.78,No,
908876,366287,2025-07-19,63.29,No,
908877,231758,2025-07-19,58.03,No,
908878,317823,2025-07-19,80.61,No,
908879,256762,2025-07-19,106.96,No,
908880,207273,2025-07-19,78.11,No,
908881,324917,2025-07-19,79.38,No,
908882,223757,2025-07-19,69.85,No,
908883,315286,2025-07-19,71.20,Yes,2025-07-19
908884,239769,2025-07-19,86.26,No,
908885,359820,2025-07-19,84.08,No,
908886,318332,2025-07-19,95.98,No,
908887,218867,2025-07-19,53.21,No,
908888,290986,2025-07-19,52.58,No,
908889,331679,2025-07-19,49.70,No,
908890,323194,2025-07-19,47.57,No,
908891,239512,2025-07-19,67.55,No,
908892,311083,2025-07-19,84.40,No,
908893,305190,2025-07-19,23.11,No,
908894,204303,2025-07-19,75.82,No,
908895,235447,2025-07-19,77.66,Yes,2025-07-19
908896,352378,2025-07-19,85.16,No,
908897,360984,2025-07-19,64.26,No,
908898,310228,2025-07-19,69.76,Yes,2025-07-20
908899,219383,2025-07-19,65.73,No,
908900,324256,2025-07-19,51.38,No,
908901,369798,2025-07-19,31.14,No,
908902,250474,2025-07-19,74.74,Yes,2025-07-19
908903,240333,2025-07-19,51.20,No,
908904,239959,2025-07-19,71.34,No,
908905,245157,2025-07-19,61.46,No,
908906,296223,2025-07-19,73.72,No,
908907,377740,2025-07-19,48.26,No,
908908,264910,2025-07-19,84.39,No,
908909,371844,2025-07-19,72.85,No,
908910,281957,2025-07-19,91.78,No,
908911,298996,2025-07-19,59.90,No,
908912,340144,2025-07-19,76.61,No,
908913,265548,2025-07-19,78.81,No,
908914,363317,2025-07-19,86.76,No,
908915,236904,2025-07-19,50.03,No,
908916,298664,2025-07-19,112.26,Yes,2025-07-22
908917,319683,2025-07-19,81.05,No,
908918,325259,2025-07-19,51.53,No,
908919,335036,2025-07-19,89.42,No,
908920,319227,2025-07-19,51.12,No,
908921,289716,2025-07-19,61.44,No,
908922,225683,2025-07-19,88.85,Yes,2025-07-21
908923,348437,2025-07-19,98.78,Yes,2025-07-20
908924,315662,2025-07-19,63.89,No,
908925,341567,2025-07-19,20.00,No,
908926,322541,2025-07-19,53.12,No,
908927,316161,2025-07-19,91.17,No,
908928,276447,2025-07-19,83.96,No,
908929,304470,2025-07-19,102.87,Yes,2025-07-21
908930,301653,2025-07-19,66.26,No,
908931,286549,2025-07-19,56.25,No,
908932,371770,2025-07-19,82.26,No,
908933,332711,2025-07-19,85.98,No,
908934,352118,2025-07-19,103.43,No,
908935,366450,2025-07-19,94.14,Yes,2025-07-21
908936,239049,2025-07-19,68.65,No,
908937,333433,2025-07-19,89.45,No,
908938,346874,2025-07-19,82.49,No,
908939,280684,2025-07-19,69.71,No,
908940,336189,2025-07-19,80.13,No,
908941,200632,2025-07-19,99.50,No,
908942,291982,2025-07-19,93.20,No,
908943,359032,2025-07-19,102.73,No,
908944,351808,2025-07-19,72.17,No,
908945,248711,2025-07-19,102.21,No,
908946,257982,2025-07-19,62.41,No,
908947,222235,2025-07-19,91.56,No,
908948,262735,2025-07-19,68.54,No,
908949,208216,2025-07-19,124.44,No,
908950,218836,2025-07-19,38.41,Yes,2025-07-20
908951,344617,2025-07-19,77.75,No,
908952,302145,2025-07-19,68.08,No,
908953,226628,2025-07-19,52.94,No,
908954,309718,2025-07-19,49.98,No,
908955,367923,2025-07-19,82.84,No,
908956,350752,2025-07-19,82.85,Yes,2025-07-21
908957,300497,2025-07-19,59.30,No,
908958,330121,2025-07-19,76.52,No,
908959,300112,2025-07-20,82.67,No,
908960,314781,2025-07-20,69.77,No,
908961,327791,2025-07-20,81.78,No,
908962,242431,2025-07-20,60.89,Yes,2025-07-21
908963,369016,2025-07-20,42.16,No,
908964,270963,2025-07-20,73.34,No,
908965,355384,2025-07-20,75.92,No,
908966,352928,2025-07-20,71.16,No,
908967,265043,2025-07-20,22.74,No,
908968,337485,2025-07-20,69.23,No,
908969,232063,2025-07-20,61.40,No,
908970,339122,2025-07-20,85.15,No,
908971,368365,2025-07-20,85.31,Yes,2025-07-23
908972,369747,2025-07-20,95.88,Yes,2025-07-23
908973,347677,2025-07-20,66.30,No,
908974,220764,2025-07-20,70.57,No,
908975,327422,2025-07-20,96.70,No,
908976,336117,2025-07-20,86.39,No,
908977,339602,2025-07-20,107.56,No,
908978,273827,2025-07-20,115.62,No,
908979,333172,2025-07-20,84.68,No,
908980,350400,2025-07-20,72.10,No,
908981,216002,2025-07-20,47.27,No,
908982,363323,2025-07-20,75.00,No,
908983,354835,2025-07-20,108.11,No,
908984,357533,2025-07-20,49.96,No,
908985,230126,2025-07-20,32.65,No,
908986,290220,2025-07-20,59.66,No,
908987,253994,2025-07-20,89.69,No,
908988,232706,2025-07-20,71.38,No,
908989,220743,2025-07-20,78.33,No,
908990,261475,2025-07-20,59.73,No,
908991,367020,2025-07-20,55.38,No,
908992,310613,2025-07-20,58.40,No,
908993,361752,2025-07-20,107.46,No,
908994,231122,2025-07-20,91.53,No,
908995,326027,2025-07-20,55.81,No,
908996,372659,2025-07-20,78.49,No,
908997,202459,2025-07-20,49.58,No,
908998,292926,2025-07-20,76.60,No,
908999,285773,2025-07-20,91.86,No,
909000,229037,2025-07-20,43.83,No,
909001,225814,2025-07-20,74.57,No,
909002,303139,2025-07-20,73.09,No,
909003,332552,2025-07-20,60.87,No,
909004,343757,2025-07-20,77.89,No,
909005,256598,2025-07-20,75.98,No,
909006,339856,2025-07-20,95.00,No,
909007,213157,2025-07-20,28.26,No,
909008,255889,2025-07-20,73.54,No,
909009,325739,2025-07-20,57.00,No,
909010,323850,2025-07-20,74.46,No,
909011,295774,2025-07-20,103.94,No,
909012,295537,2025-07-20,105.90,No,
909013,263084,2025-07-20,68.09,No,
909014,252795,2025-07-20,72.10,No,
909015,209729,2025-07-20,70.05,No,
909016,368544,2025-07-20,69.01,No,
909017,208319,2025-07-20,35.17,No,
909018,231027,2025-07-20,72.88,No,
909019,300742,2025-07-20,62.25,No,
909020,305225,2025-07-20,61.54,Yes,2025-07-23
909021,298875,2025-07-20,137.43,No,
909022,287228,2025-07-20,76.34,No,
909023,363025,2025-07-20,84.60,No,
909024,249055,2025-07-20,86.44,No,
909025,286019,2025-07-20,77.24,No,
909026,222309,2025-07-20,69.36,No,
909027,342159,2025-07-20,92.03,No,
909028,329237,2025-07-20,79.91,No,
909029,302659,2025-07-20,65.17,No,
909030,294609,2025-07-20,114.21,No,
909031,350352,2025-07-20,106.61,No,
909032,359399,2025-07-20,96.19,Yes,2025-07-20
909033,323678,2025-07-20,90.84,No,
909034,271701,2025-07-20,50.90,Yes,2025-07-22
909035,373565,2025-07-20,66.21,No,
909036,317789,2025-07-20,140.71,No,
909037,329852,2025-07-20,80.68,No,
909038,336310,2025-07-20,83.98,No,
909039,310651,2025-07-20,51.75,No,
909040,239345,2025-07-20,106.50,No,
909041,251919,2025-07-20,70.86,Yes,2025-07-20
909042,321835,2025-07-20,92.81,No,
909043,237463,2025-07-20,82.64,Yes,2025-07-23
909044,228383,2025-07-20,92.20,No,
909045,282730,2025-07-20,88.27,No,
909046,245710,2025-07-20,53.08,No,
909047,264101,2025-07-20,20.00,No,
909048,319989,2025-07-20,74.15,No,
909049,204385,2025-07-20,102.85,No,
909050,236609,2025-07-20,59.92,No,
909051,356437,2025-07-20,122.02,Yes,2025-07-20
909052,254432,2025-07-20,90.81,No,
909053,341153,2025-07-20,84.97,No,
909054,288961,2025-07-20,70.21,Yes,2025-07-21
909055,238086,2025-07-20,84.42,No,
909056,231244,2025-07-20,121.95,No,
909057,282411,2025-07-20,70.93,No,
909058,372335,2025-07-20,104.35,No,
909059,377539,2025-07-20,96.85,No,
909060,240989,2025-07-20,82.43,No,
909061,269764,2025-07-20,66.44,No,
909062,357463,2025-07-21,39.88,No,
909063,305070,2025-07-21,85.20,No,
909064,234103,2025-07-21,76.14,No,
909065,267894,2025-07-21,42.89,No,
909066,377450,2025-07-21,70.63,No,
909067,314841,2025-07-21,90.49,No,
909068,362192,2025-07-21,44.30,No,
909069,262080,2025-07-21,84.39,No,
909070,260477,2025-07-21,78.60,No,
909071,294379,2025-07-21,55.98,No,
909072,314231,2025-07-21,75.12,No,
909073,212082,2025-07-21,102.99,No,
909074,362490,2025-07-21,51.88,No,
909075,259929,2025-07-21,83.37,No,
909076,375572,2025-07-21,78.19,No,
909077,232569,2025-07-21,77.17,No,
909078,204817,2025-07-21,70.96,No,
909079,282277,2025-07-21,69.59,No,
909080,320022,2025-07-21,98.17,No,
909081,376487,2025-07-21,37.75,No,
909082,361588,2025-07-21,70.89,No,
909083,365416,2025-07-21,50.00,No,
909084,298248,2025-07-21,74.29,No,
909085,256556,2025-07-21,46.22,No,
909086,346625,2025-07-21,56.57,No,
909087,231113,2025-07-21,63.04,No,
909088,330619,2025-07-21,61.03,No,
909089,362569,2025-07-21,58.65,Yes,2025-07-24
909090,297763,2025-07-21,61.59,No,
909091,373206,2025-07-21,65.61,No,
909092,218493,2025-07-21,83.36,No,
909093,322064,2025-07-21,97.35,No,
909094,331762,2025-07-21,84.67,No,
909095,281148,2025-07-21,50.50,No,
909096,313997,2025-07-21,78.51,No,
909097,217890,2025-07-21,71.68,No,
909098,239141,2025-07-21,75.34,No,
909099,251265,2025-07-21,56.27,Yes,2025-07-22
909100,378152,2025-07-21,75.33,No,
909101,242558,2025-07-21,73.63,No,
