Record ID,Deal Name,Deal Stage,Pipeline,Amount,Create Date,Close Date,Associated Contact ID,Deal owner,Google ad click id,Customer first order date
515664,Order 515664,Closed won,Ecommerce Pipeline,67.11,2026-01-22,2026-01-22,214817,PureGlow Storefront,Cj0KCQ42x00015098AbVxYz,2026-01-22
515665,Order 515665,Closed won,Ecommerce Pipeline,40.84,2026-01-22,2026-01-22,114359,PureGlow Storefront,Cj0KCQ42x00015099AbVxYz,2025-08-08
515666,Order 515666,Closed won,Ecommerce Pipeline,95.39,2026-01-22,2026-01-22,214818,PureGlow Storefront,Cj0KCQ42x00015100AbVxYz,2026-01-22
515667,Order 515667,Closed won,Ecommerce Pipeline,37.74,2026-01-22,2026-01-22,214819,PureGlow Storefront,Cj0KCQ42x00015101AbVxYz,2026-01-22
515668,Order 515668,Closed won,Ecommerce Pipeline,81.50,2026-01-22,2026-01-22,207358,PureGlow Storefront,Cj0KCQ42x00015102AbVxYz,2025-12-27
515669,Order 515669,Closed won,Ecommerce Pipeline,48.74,2026-01-22,2026-01-22,111466,PureGlow Storefront,Cj0KCQ42x00015103AbVxYz,2025-06-18
515670,Order 515670,Closed won,Ecommerce Pipeline,82.84,2026-01-22,2026-01-22,189076,PureGlow Storefront,Cj0KCQ42x00015104AbVxYz,2024-12-15
515671,Order 515671,Closed won,Ecommerce Pipeline,83.03,2026-01-22,2026-01-22,214820,PureGlow Storefront,Cj0KCQ42x00015105AbVxYz,2026-01-22
515672,Order 515672,Closed won,Ecommerce Pipeline,53.37,2026-01-22,2026-01-22,214821,PureGlow Storefront,,2026-01-22
515673,Order 515673,Closed won,Ecommerce Pipeline,53.94,2026-01-22,2026-01-22,214822,PureGlow Storefront,Cj0KCQ42x00015106AbVxYz,2026-01-22
515674,Order 515674,Closed won,Ecommerce Pipeline,84.70,2026-01-22,2026-01-22,136496,PureGlow Storefront,Cj0KCQ42x00015107AbVxYz,2024-09-27
515675,Order 515675,Closed won,Ecommerce Pipeline,71.01,2026-01-22,2026-01-22,214823,PureGlow Storefront,Cj0KCQ42x00015108AbVxYz,2026-01-22
515676,Order 515676,Closed won,Ecommerce Pipeline,88.79,2026-01-22,2026-01-22,214824,PureGlow Storefront,Cj0KCQ42x00015109AbVxYz,2026-01-22
515677,Order 515677,Closed won,Ecommerce Pipeline,74.93,2026-01-22,2026-01-22,145915,PureGlow Storefront,Cj0KCQ42x00015110AbVxYz,2025-09-16
515678,Order 515678,Closed won,Ecommerce Pipeline,91.43,2026-01-22,2026-01-22,214825,PureGlow Storefront,Cj0KCQ42x00015111AbVxYz,2026-01-22
515679,Order 515679,Closed won,Ecommerce Pipeline,74.35,2026-01-22,2026-01-22,214826,PureGlow Storefront,Cj0KCQ42x00015112AbVxYz,2026-01-22
515680,Order 515680,Closed won,Ecommerce Pipeline,74.15,2026-01-22,2026-01-22,214827,PureGlow Storefront,Cj0KCQ42x00015113AbVxYz,2026-01-22
515681,Order 515681,Closed won,Ecommerce Pipeline,56.75,2026-01-22,2026-01-22,214828,PureGlow Storefront,Cj0KCQ42x00015114AbVxYz,2026-01-22
515682,Order 515682,Closed won,Ecommerce Pipeline,60.23,2026-01-22,2026-01-22,214829,PureGlow Storefront,Cj0KCQ42x00015115AbVxYz,2026-01-22
515683,Order 515683,Closed won,Ecommerce Pipeline,81.72,2026-01-22,2026-01-22,214830,PureGlow Storefront,Cj0KCQ42x00015116AbVxYz,2026-01-22
515684,Order 515684,Closed won,Ecommerce Pipeline,74.52,2026-01-22,2026-01-22,214831,PureGlow Storefront,Cj0KCQ42x00015117AbVxYz,2026-01-22
515685,Order 515685,Closed won,Ecommerce Pipeline,78.01,2026-01-22,2026-01-22,214832,PureGlow Storefront,Cj0KCQ42x00015118AbVxYz,2026-01-22
515686,Order 515686,Closed won,Ecommerce Pipeline,54.59,2026-01-22,2026-01-22,186756,PureGlow Storefront,Cj0KCQ42x00015119AbVxYz,2025-01-18
515687,Order 515687,Closed won,Ecommerce Pipeline,87.27,2026-01-22,2026-01-22,166650,PureGlow Storefront,Cj0KCQ42x00015120AbVxYz,2024-10-16
515688,Order 515688,Closed won,Ecommerce Pipeline,66.66,2026-01-22,2026-01-22,214833,PureGlow Storefront,Cj0KCQ42x00015121AbVxYz,2026-01-22
515689,Order 515689,Closed won,Ecommerce Pipeline,83.05,2026-01-22,2026-01-22,214834,PureGlow Storefront,Cj0KCQ42x00015122AbVxYz,2026-01-22
515690,Order 515690,Closed won,Ecommerce Pipeline,102.25,2026-01-22,2026-01-22,214835,PureGlow Storefront,Cj0KCQ42x00015123AbVxYz,2026-01-22
515691,Order 515691,Closed won,Ecommerce Pipeline,59.89,2026-01-22,2026-01-22,214836,PureGlow Storefront,Cj0KCQ42x00015124AbVxYz,2026-01-22
515692,Order 515692,Closed won,Ecommerce Pipeline,79.18,2026-01-22,2026-01-22,112017,PureGlow Storefront,,2025-01-07
515693,Order 515693,Closed won,Ecommerce Pipeline,69.06,2026-01-22,2026-01-22,148988,PureGlow Storefront,Cj0KCQ42x00015125AbVxYz,2025-07-30
515694,Order 515694,Closed won,Ecommerce Pipeline,88.95,2026-01-22,2026-01-22,214837,PureGlow Storefront,,2026-01-22
515695,Order 515695,Closed won,Ecommerce Pipeline,73.90,2026-01-22,2026-01-22,126092,PureGlow Storefront,Cj0KCQ42x00015126AbVxYz,2025-09-16
515696,Order 515696,Closed won,Ecommerce Pipeline,114.37,2026-01-22,2026-01-22,188124,PureGlow Storefront,Cj0KCQ42x00015127AbVxYz,2025-08-02
515697,Order 515697,Closed won,Ecommerce Pipeline,52.66,2026-01-22,2026-01-22,214838,PureGlow Storefront,Cj0KCQ42x00015128AbVxYz,2026-01-22
515698,Order 515698,Closed won,Ecommerce Pipeline,85.70,2026-01-22,2026-01-22,214839,PureGlow Storefront,,2026-01-22
515699,Order 515699,Closed won,Ecommerce Pipeline,59.65,2026-01-22,2026-01-22,112633,PureGlow Storefront,Cj0KCQ42x00015129AbVxYz,2025-08-12
515700,Order 515700,Closed won,Ecommerce Pipeline,54.14,2026-01-22,2026-01-22,214840,PureGlow Storefront,Cj0KCQ42x00015130AbVxYz,2026-01-22
515701,Order 515701,Closed won,Ecommerce Pipeline,28.91,2026-01-22,2026-01-22,186833,PureGlow Storefront,Cj0KCQ42x00015131AbVxYz,2025-05-15
515702,Order 515702,Closed won,Ecommerce Pipeline,95.60,2026-01-22,2026-01-22,214841,PureGlow Storefront,Cj0KCQ42x00015132AbVxYz,2026-01-22
515703,Order 515703,Closed won,Ecommerce Pipeline,51.88,2026-01-22,2026-01-22,214842,PureGlow Storefront,Cj0KCQ42x00015133AbVxYz,2026-01-22
515704,Order 515704,Closed won,Ecommerce Pipeline,90.82,2026-01-22,2026-01-22,214843,PureGlow Storefront,Cj0KCQ42x00015134AbVxYz,2026-01-22
515705,Order 515705,Closed won,Ecommerce Pipeline,85.64,2026-01-22,2026-01-22,153614,PureGlow Storefront,Cj0KCQ42x00015135AbVxYz,2025-01-31
515706,Order 515706,Closed won,Ecommerce Pipeline,90.13,2026-01-22,2026-01-22,214844,PureGlow Storefront,,2026-01-22
515707,Order 515707,Closed won,Ecommerce Pipeline,64.14,2026-01-22,2026-01-22,188203,PureGlow Storefront,Cj0KCQ42x00015136AbVxYz,2025-02-28
515708,Order 515708,Closed won,Ecommerce Pipeline,68.38,2026-01-22,2026-01-22,214845,PureGlow Storefront,Cj0KCQ42x00015137AbVxYz,2026-01-22
515709,Order 515709,Closed won,Ecommerce Pipeline,42.67,2026-01-22,2026-01-22,214846,PureGlow Storefront,Cj0KCQ42x00015138AbVxYz,2026-01-22
515710,Order 515710,Closed won,Ecommerce Pipeline,77.10,2026-01-22,2026-01-22,166670,PureGlow Storefront,Cj0KCQ42x00015139AbVxYz,2025-05-24
515711,Order 515711,Closed won,Ecommerce Pipeline,59.34,2026-01-22,2026-01-22,214847,PureGlow Storefront,Cj0KCQ42x00015140AbVxYz,2026-01-22
515712,Order 515712,Closed won,Ecommerce Pipeline,103.12,2026-01-22,2026-01-22,214848,PureGlow Storefront,Cj0KCQ42x00015141AbVxYz,2026-01-22
515713,Order 515713,Closed won,Ecommerce Pipeline,75.85,2026-01-22,2026-01-22,214849,PureGlow Storefront,Cj0KCQ42x00015142AbVxYz,2026-01-22
515714,Order 515714,Closed won,Ecommerce Pipeline,70.75,2026-01-22,2026-01-22,214850,PureGlow Storefront,Cj0KCQ42x00015143AbVxYz,2026-01-22
515715,Order 515715,Closed won,Ecommerce Pipeline,44.63,2026-01-22,2026-01-22,214851,PureGlow Storefront,Cj0KCQ42x00015144AbVxYz,2026-01-22
515716,Order 515716,Closed won,Ecommerce Pipeline,53.97,2026-01-22,2026-01-22,214852,PureGlow Storefront,Cj0KCQ42x00015145AbVxYz,2026-01-22
515717,Order 515717,Closed won,Ecommerce Pipeline,60.75,2026-01-22,2026-01-22,214853,PureGlow Storefront,Cj0KCQ42x00015146AbVxYz,2026-01-22
515718,Order 515718,Closed won,Ecommerce Pipeline,79.03,2026-01-22,2026-01-22,214854,PureGlow Storefront,Cj0KCQ42x00015147AbVxYz,2026-01-22
515719,Order 515719,Closed won,Ecommerce Pipeline,79.95,2026-01-22,2026-01-22,204551,PureGlow Storefront,Cj0KCQ42x00015148AbVxYz,2025-12-17
515720,Order 515720,Closed won,Ecommerce Pipeline,85.23,2026-01-22,2026-01-22,214855,PureGlow Storefront,Cj0KCQ42x00015149AbVxYz,2026-01-22
515721,Order 515721,Closed won,Ecommerce Pipeline,60.02,2026-01-22,2026-01-22,209435,PureGlow Storefront,Cj0KCQ42x00015150AbVxYz,2026-01-03
515722,Order 515722,Closed won,Ecommerce Pipeline,63.20,2026-01-22,2026-01-22,124668,PureGlow Storefront,Cj0KCQ42x00015151AbVxYz,2024-10-10
515723,Order 515723,Closed won,Ecommerce Pipeline,80.48,2026-01-22,2026-01-22,185426,PureGlow Storefront,Cj0KCQ42x00015152AbVxYz,2025-07-21
515724,Order 515724,Closed won,Ecommerce Pipeline,58.97,2026-01-22,2026-01-22,214856,PureGlow Storefront,Cj0KCQ42x00015153AbVxYz,2026-01-22
515725,Order 515725,Closed won,Ecommerce Pipeline,21.04,2026-01-22,2026-01-22,123326,PureGlow Storefront,,2025-02-24
515726,Order 515726,Closed won,Ecommerce Pipeline,80.62,2026-01-22,2026-01-22,214857,PureGlow Storefront,Cj0KCQ42x00015154AbVxYz,2026-01-22
515727,Order 515727,Closed won,Ecommerce Pipeline,56.41,2026-01-22,2026-01-22,146011,PureGlow Storefront,Cj0KCQ42x00015155AbVxYz,2025-09-13
515728,Order 515728,Closed won,Ecommerce Pipeline,98.79,2026-01-22,2026-01-22,214858,PureGlow Storefront,Cj0KCQ42x00015156AbVxYz,2026-01-22
515729,Order 515729,Closed won,Ecommerce Pipeline,51.16,2026-01-22,2026-01-22,214859,PureGlow Storefront,Cj0KCQ42x00015157AbVxYz,2026-01-22
515730,Order 515730,Closed won,Ecommerce Pipeline,69.54,2026-01-22,2026-01-22,214860,PureGlow Storefront,Cj0KCQ42x00015158AbVxYz,2026-01-22
515731,Order 515731,Closed won,Ecommerce Pipeline,68.52,2026-01-22,2026-01-22,214861,PureGlow Storefront,Cj0KCQ42x00015159AbVxYz,2026-01-22
515732,Order 515732,Closed won,Ecommerce Pipeline,65.94,2026-01-22,2026-01-22,214862,PureGlow Storefront,Cj0KCQ42x00015160AbVxYz,2026-01-22
515733,Order 515733,Closed won,Ecommerce Pipeline,114.73,2026-01-22,2026-01-22,129572,PureGlow Storefront,Cj0KCQ42x00015161AbVxYz,2025-01-11
515734,Order 515734,Closed won,Ecommerce Pipeline,58.09,2026-01-22,2026-01-22,210640,PureGlow Storefront,Cj0KCQ42x00015162AbVxYz,2026-01-07
515735,Order 515735,Closed won,Ecommerce Pipeline,90.96,2026-01-22,2026-01-22,214863,PureGlow Storefront,Cj0KCQ42x00015163AbVxYz,2026-01-22
515736,Order 515736,Closed won,Ecommerce Pipeline,74.48,2026-01-22,2026-01-22,214864,PureGlow Storefront,,2026-01-22
515737,Order 515737,Closed won,Ecommerce Pipeline,68.23,2026-01-22,2026-01-22,112968,PureGlow Storefront,Cj0KCQ42x00015164AbVxYz,2025-08-17
515738,Order 515738,Closed won,Ecommerce Pipeline,55.52,2026-01-22,2026-01-22,214865,PureGlow Storefront,Cj0KCQ42x00015165AbVxYz,2026-01-22
515739,Order 515739,Closed won,Ecommerce Pipeline,30.95,2026-01-22,2026-01-22,142723,PureGlow Storefront,Cj0KCQ42x00015166AbVxYz,2024-12-19
515740,Order 515740,Closed won,Ecommerce Pipeline,57.63,2026-01-22,2026-01-22,214866,PureGlow Storefront,Cj0KCQ42x00015167AbVxYz,2026-01-22
515741,Order 515741,Closed won,Ecommerce Pipeline,84.08,2026-01-22,2026-01-22,132839,PureGlow Storefront,Cj0KCQ42x00015168AbVxYz,2025-03-06
515742,Order 515742,Closed won,Ecommerce Pipeline,68.27,2026-01-22,2026-01-22,214867,PureGlow Storefront,Cj0KCQ42x00015169AbVxYz,2026-01-22
515743,Order 515743,Closed won,Ecommerce Pipeline,93.09,2026-01-22,2026-01-22,214868,PureGlow Storefront,Cj0KCQ42x00015170AbVxYz,2026-01-22
515744,Order 515744,Closed won,Ecommerce Pipeline,66.13,2026-01-22,2026-01-22,214869,PureGlow Storefront,Cj0KCQ42x00015171AbVxYz,2026-01-22
515745,Order 515745,Closed won,Ecommerce Pipeline,102.00,2026-01-22,2026-01-22,214870,PureGlow Storefront,Cj0KCQ42x00015172AbVxYz,2026-01-22
515746,Order 515746,Closed won,Ecommerce Pipeline,68.44,2026-01-22,2026-01-22,186634,PureGlow Storefront,Cj0KCQ42x00015173AbVxYz,2024-12-24
515747,Order 515747,Closed won,Ecommerce Pipeline,80.55,2026-01-22,2026-01-22,187345,PureGlow Storefront,Cj0KCQ42x00015174AbVxYz,2024-12-16
515748,Order 515748,Closed won,Ecommerce Pipeline,61.40,2026-01-22,2026-01-22,214871,PureGlow Storefront,Cj0KCQ42x00015175AbVxYz,2026-01-22
515749,Order 515749,Closed won,Ecommerce Pipeline,61.16,2026-01-22,2026-01-22,214872,PureGlow Storefront,Cj0KCQ42x00015176AbVxYz,2026-01-22
515750,Order 515750,Closed won,Ecommerce Pipeline,64.65,2026-01-22,2026-01-22,214873,PureGlow Storefront,Cj0KCQ42x00015177AbVxYz,2026-01-22
515751,Order 515751,Closed won,Ecommerce Pipeline,59.90,2026-01-22,2026-01-22,211690,PureGlow Storefront,Cj0KCQ42x00015178AbVxYz,2026-01-11
515752,Order 515752,Closed won,Ecommerce Pipeline,60.98,2026-01-22,2026-01-22,179295,PureGlow Storefront,Cj0KCQ42x00015179AbVxYz,2024-12-25
515753,Order 515753,Closed won,Ecommerce Pipeline,80.69,2026-01-22,2026-01-22,214874,PureGlow Storefront,Cj0KCQ42x00015180AbVxYz,2026-01-22
515754,Order 515754,Closed won,Ecommerce Pipeline,46.32,2026-01-22,2026-01-22,214875,PureGlow Storefront,Cj0KCQ42x00015181AbVxYz,2026-01-22
515755,Order 515755,Closed won,Ecommerce Pipeline,62.09,2026-01-22,2026-01-22,214876,PureGlow Storefront,Cj0KCQ42x00015182AbVxYz,2026-01-22
515756,Order 515756,Closed won,Ecommerce Pipeline,61.79,2026-01-22,2026-01-22,214877,PureGlow Storefront,Cj0KCQ42x00015183AbVxYz,2026-01-22
515757,Order 515757,Closed won,Ecommerce Pipeline,98.04,2026-01-22,2026-01-22,214878,PureGlow Storefront,Cj0KCQ42x00015184AbVxYz,2026-01-22
515758,Order 515758,Closed won,Ecommerce Pipeline,67.46,2026-01-22,2026-01-22,214879,PureGlow Storefront,Cj0KCQ42x00015185AbVxYz,2026-01-22
515759,Order 515759,Closed won,Ecommerce Pipeline,61.67,2026-01-22,2026-01-22,214880,PureGlow Storefront,Cj0KCQ42x00015186AbVxYz,2026-01-22
515760,Order 515760,Closed won,Ecommerce Pipeline,77.62,2026-01-22,2026-01-22,214881,PureGlow Storefront,Cj0KCQ42x00015187AbVxYz,2026-01-22
515761,Order 515761,Closed won,Ecommerce Pipeline,80.38,2026-01-22,2026-01-22,214882,PureGlow Storefront,Cj0KCQ42x00015188AbVxYz,2026-01-22
515762,Order 515762,Closed won,Ecommerce Pipeline,69.69,2026-01-22,2026-01-22,209837,PureGlow Storefront,Cj0KCQ42x00015189AbVxYz,2026-01-04
515763,Order 515763,Closed won,Ecommerce Pipeline,94.04,2026-01-22,2026-01-22,214883,PureGlow Storefront,Cj0KCQ42x00015190AbVxYz,2026-01-22
515764,Order 515764,Closed won,Ecommerce Pipeline,57.48,2026-01-22,2026-01-22,214884,PureGlow Storefront,Cj0KCQ42x00015191AbVxYz,2026-01-22
515765,Order 515765,Closed won,Ecommerce Pipeline,75.51,2026-01-22,2026-01-22,214885,PureGlow Storefront,Cj0KCQ42x00015192AbVxYz,2026-01-22
515766,Order 515766,Closed won,Ecommerce Pipeline,68.14,2026-01-22,2026-01-22,214886,PureGlow Storefront,,2026-01-22
515767,Order 515767,Closed won,Ecommerce Pipeline,78.60,2026-01-22,2026-01-22,214887,PureGlow Storefront,Cj0KCQ42x00015193AbVxYz,2026-01-22
515768,Order 515768,Closed won,Ecommerce Pipeline,71.69,2026-01-22,2026-01-22,214888,PureGlow Storefront,Cj0KCQ42x00015194AbVxYz,2026-01-22
515769,Order 515769,Closed won,Ecommerce Pipeline,86.31,2026-01-22,2026-01-22,129980,PureGlow Storefront,,2024-12-18
515770,Order 515770,Closed won,Ecommerce Pipeline,90.67,2026-01-22,2026-01-22,176590,PureGlow Storefront,Cj0KCQ42x00015195AbVxYz,2024-11-05
515771,Order 515771,Closed won,Ecommerce Pipeline,56.05,2026-01-22,2026-01-22,214889,PureGlow Storefront,Cj0KCQ42x00015196AbVxYz,2026-01-22
515772,Order 515772,Closed won,Ecommerce Pipeline,84.82,2026-01-22,2026-01-22,208227,PureGlow Storefront,Cj0KCQ42x00015197AbVxYz,2025-12-30
515773,Order 515773,Closed won,Ecommerce Pipeline,85.56,2026-01-22,2026-01-22,214890,PureGlow Storefront,Cj0KCQ42x00015198AbVxYz,2026-01-22
515774,Order 515774,Closed won,Ecommerce Pipeline,42.73,2026-01-22,2026-01-22,214891,PureGlow Storefront,Cj0KCQ42x00015199AbVxYz,2026-01-22
515775,Order 515775,Closed won,Ecommerce Pipeline,74.24,2026-01-22,2026-01-22,185718,PureGlow Storefront,Cj0KCQ42x00015200AbVxYz,2025-05-10
515776,Order 515776,Closed won,Ecommerce Pipeline,97.13,2026-01-22,2026-01-22,213360,PureGlow Storefront,Cj0KCQ42x00015201AbVxYz,2026-01-17
515777,Order 515777,Closed won,Ecommerce Pipeline,52.69,2026-01-22,2026-01-22,214892,PureGlow Storefront,,2026-01-22
515778,Order 515778,Closed won,Ecommerce Pipeline,71.74,2026-01-22,2026-01-22,214893,PureGlow Storefront,Cj0KCQ42x00015202AbVxYz,2026-01-22
515779,Order 515779,Closed won,Ecommerce Pipeline,76.68,2026-01-22,2026-01-22,214894,PureGlow Storefront,Cj0KCQ42x00015203AbVxYz,2026-01-22
515780,Order 515780,Closed won,Ecommerce Pipeline,77.03,2026-01-22,2026-01-22,202379,PureGlow Storefront,Cj0KCQ42x00015204AbVxYz,2025-12-09
515781,Order 515781,Closed won,Ecommerce Pipeline,74.54,2026-01-22,2026-01-22,214895,PureGlow Storefront,Cj0KCQ42x00015205AbVxYz,2026-01-22
515782,Order 515782,Closed won,Ecommerce Pipeline,79.80,2026-01-22,2026-01-22,188266,PureGlow Storefront,Cj0KCQ42x00015206AbVxYz,2024-11-08
515783,Order 515783,Closed won,Ecommerce Pipeline,95.11,2026-01-22,2026-01-22,214896,PureGlow Storefront,,2026-01-22
515784,Order 515784,Closed won,Ecommerce Pipeline,89.83,2026-01-22,2026-01-22,214897,PureGlow Storefront,Cj0KCQ42x00015207AbVxYz,2026-01-22
515785,Order 515785,Closed won,Ecommerce Pipeline,79.18,2026-01-22,2026-01-22,214898,PureGlow Storefront,Cj0KCQ42x00015208AbVxYz,2026-01-22
515786,Order 515786,Closed won,Ecommerce Pipeline,18.00,2026-01-22,2026-01-22,202407,PureGlow Storefront,Cj0KCQ42x00015209AbVxYz,2025-12-09
515787,Order 515787,Closed won,Ecommerce Pipeline,59.30,2026-01-22,2026-01-22,134884,PureGlow Storefront,Cj0KCQ42x00015210AbVxYz,2024-10-02
515788,Order 515788,Closed won,Ecommerce Pipeline,53.60,2026-01-22,2026-01-22,205932,PureGlow Storefront,Cj0KCQ42x00015211AbVxYz,2026-01-22
515789,Order 515789,Closed won,Ecommerce Pipeline,87.83,2026-01-22,2026-01-22,214899,PureGlow Storefront,Cj0KCQ42x00015212AbVxYz,2026-01-22
515790,Order 515790,Closed won,Ecommerce Pipeline,105.69,2026-01-22,2026-01-22,214900,PureGlow Storefront,Cj0KCQ42x00015213AbVxYz,2026-01-22
515791,Order 515791,Closed won,Ecommerce Pipeline,69.63,2026-01-22,2026-01-22,188813,PureGlow Storefront,Cj0KCQ42x00015214AbVxYz,2024-12-30
515792,Order 515792,Closed won,Ecommerce Pipeline,101.18,2026-01-22,2026-01-22,214901,PureGlow Storefront,Cj0KCQ42x00015215AbVxYz,2026-01-22
515793,Order 515793,Closed won,Ecommerce Pipeline,83.92,2026-01-22,2026-01-22,182694,PureGlow Storefront,Cj0KCQ42x00015216AbVxYz,2025-08-19
515794,Order 515794,Closed won,Ecommerce Pipeline,28.68,2026-01-22,2026-01-22,214902,PureGlow Storefront,Cj0KCQ42x00015217AbVxYz,2026-01-22
515795,Order 515795,Closed won,Ecommerce Pipeline,33.66,2026-01-22,2026-01-22,212941,PureGlow Storefront,Cj0KCQ42x00015218AbVxYz,2026-01-15
515796,Order 515796,Closed won,Ecommerce Pipeline,59.70,2026-01-22,2026-01-22,214903,PureGlow Storefront,Cj0KCQ42x00015219AbVxYz,2026-01-22
515797,Order 515797,Closed won,Ecommerce Pipeline,87.16,2026-01-22,2026-01-22,214904,PureGlow Storefront,Cj0KCQ42x00015220AbVxYz,2026-01-22
515798,Order 515798,Closed won,Ecommerce Pipeline,67.68,2026-01-22,2026-01-22,214905,PureGlow Storefront,Cj0KCQ42x00015221AbVxYz,2026-01-22
515799,Order 515799,Closed won,Ecommerce Pipeline,92.26,2026-01-22,2026-01-22,214906,PureGlow Storefront,Cj0KCQ42x00015222AbVxYz,2026-01-22
515800,Order 515800,Closed won,Ecommerce Pipeline,77.04,2026-01-22,2026-01-22,214907,PureGlow Storefront,Cj0KCQ42x00015223AbVxYz,2026-01-22
515801,Order 515801,Closed won,Ecommerce Pipeline,79.12,2026-01-22,2026-01-22,214908,PureGlow Storefront,Cj0KCQ42x00015224AbVxYz,2026-01-22
515802,Order 515802,Closed won,Ecommerce Pipeline,87.64,2026-01-22,2026-01-22,214909,PureGlow Storefront,Cj0KCQ42x00015225AbVxYz,2026-01-22
515803,Order 515803,Closed won,Ecommerce Pipeline,95.11,2026-01-22,2026-01-22,214910,PureGlow Storefront,Cj0KCQ42x00015226AbVxYz,2026-01-22
515804,Order 515804,Closed won,Ecommerce Pipeline,83.32,2026-01-22,2026-01-22,214911,PureGlow Storefront,Cj0KCQ42x00015227AbVxYz,2026-01-22
515805,Order 515805,Closed won,Ecommerce Pipeline,50.36,2026-01-22,2026-01-22,214912,PureGlow Storefront,Cj0KCQ42x00015228AbVxYz,2026-01-22
515806,Order 515806,Closed won,Ecommerce Pipeline,48.46,2026-01-22,2026-01-22,141220,PureGlow Storefront,Cj0KCQ42x00015229AbVxYz,2025-08-24
515807,Order 515807,Closed won,Ecommerce Pipeline,58.36,2026-01-22,2026-01-22,214913,PureGlow Storefront,Cj0KCQ42x00015230AbVxYz,2026-01-22
515808,Order 515808,Closed won,Ecommerce Pipeline,60.62,2026-01-22,2026-01-22,214914,PureGlow Storefront,Cj0KCQ42x00015231AbVxYz,2026-01-22
515809,Order 515809,Closed won,Ecommerce Pipeline,86.66,2026-01-22,2026-01-22,214915,PureGlow Storefront,Cj0KCQ42x00015232AbVxYz,2026-01-22
515810,Order 515810,Closed won,Ecommerce Pipeline,81.14,2026-01-22,2026-01-22,140173,PureGlow Storefront,Cj0KCQ42x00015233AbVxYz,2025-04-25
515811,Order 515811,Closed won,Ecommerce Pipeline,68.40,2026-01-22,2026-01-22,119522,PureGlow Storefront,Cj0KCQ42x00015234AbVxYz,2025-05-06
515812,Order 515812,Closed won,Ecommerce Pipeline,84.72,2026-01-22,2026-01-22,214916,PureGlow Storefront,Cj0KCQ42x00015235AbVxYz,2026-01-22
515813,Order 515813,Closed won,Ecommerce Pipeline,106.95,2026-01-22,2026-01-22,184632,PureGlow Storefront,Cj0KCQ42x00015236AbVxYz,2025-01-11
515814,Order 515814,Closed won,Ecommerce Pipeline,69.17,2026-01-22,2026-01-22,214917,PureGlow Storefront,Cj0KCQ42x00015237AbVxYz,2026-01-22
515815,Order 515815,Closed won,Ecommerce Pipeline,79.67,2026-01-22,2026-01-22,214918,PureGlow Storefront,Cj0KCQ42x00015238AbVxYz,2026-01-22
515816,Order 515816,Closed won,Ecommerce Pipeline,18.00,2026-01-22,2026-01-22,214919,PureGlow Storefront,Cj0KCQ42x00015239AbVxYz,2026-01-22
515817,Order 515817,Closed won,Ecommerce Pipeline,54.41,2026-01-22,2026-01-22,185876,PureGlow Storefront,Cj0KCQ42x00015240AbVxYz,2024-12-27
515818,Order 515818,Closed won,Ecommerce Pipeline,67.03,2026-01-22,2026-01-22,214920,PureGlow Storefront,Cj0KCQ42x00015241AbVxYz,2026-01-22
515819,Order 515819,Closed won,Ecommerce Pipeline,62.46,2026-01-22,2026-01-22,214921,PureGlow Storefront,Cj0KCQ42x00015242AbVxYz,2026-01-22
515820,Order 515820,Closed won,Ecommerce Pipeline,18.25,2026-01-22,2026-01-22,136477,PureGlow Storefront,Cj0KCQ42x00015243AbVxYz,2025-07-09
515821,Order 515821,Closed won,Ecommerce Pipeline,103.77,2026-01-22,2026-01-22,212034,PureGlow Storefront,Cj0KCQ42x00015244AbVxYz,2026-01-12
515822,Order 515822,Closed won,Ecommerce Pipeline,67.61,2026-01-22,2026-01-22,214922,PureGlow Storefront,Cj0KCQ42x00015245AbVxYz,2026-01-22
515823,Order 515823,Closed won,Ecommerce Pipeline,79.53,2026-01-22,2026-01-22,214923,PureGlow Storefront,Cj0KCQ42x00015246AbVxYz,2026-01-22
515824,Order 515824,Closed won,Ecommerce Pipeline,49.92,2026-01-22,2026-01-22,214924,PureGlow Storefront,Cj0KCQ42x00015247AbVxYz,2026-01-22
515825,Order 515825,Closed won,Ecommerce Pipeline,73.84,2026-01-22,2026-01-22,214925,PureGlow Storefront,Cj0KCQ42x00015248AbVxYz,2026-01-22
515826,Order 515826,Closed won,Ecommerce Pipeline,53.48,2026-01-22,2026-01-22,214926,PureGlow Storefront,Cj0KCQ42x00015249AbVxYz,2026-01-22
515827,Order 515827,Closed won,Ecommerce Pipeline,57.44,2026-01-22,2026-01-22,210925,PureGlow Storefront,Cj0KCQ42x00015250AbVxYz,2026-01-08
515828,Order 515828,Closed won,Ecommerce Pipeline,58.70,2026-01-22,2026-01-22,214927,PureGlow Storefront,Cj0KCQ42x00015251AbVxYz,2026-01-22
515829,Order 515829,Closed won,Ecommerce Pipeline,46.13,2026-01-22,2026-01-22,188469,PureGlow Storefront,Cj0KCQ42x00015252AbVxYz,2025-07-04
515830,Order 515830,Closed won,Ecommerce Pipeline,87.15,2026-01-22,2026-01-22,214928,PureGlow Storefront,Cj0KCQ42x00015253AbVxYz,2026-01-22
515831,Order 515831,Closed won,Ecommerce Pipeline,49.00,2026-01-22,2026-01-22,214929,PureGlow Storefront,Cj0KCQ42x00015254AbVxYz,2026-01-22
